trade_date,exp_date,underlying,dte_entry,structure,spot_entry,spot_exit,put_upper,put_center,put_lower,total_credit,entry_cons,entry_spread,vix_entry,iv_atm_pct,em_pct,expected_move,pnl_usd,max_risk_usd,result,exit_method,mfe,mae,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3,pnl_tp25,pnl_tp50,pnl_tp75,pnl_tp100,pnl_tp25_exit14,pnl_tp25_exit10,pnl_tp25_exit7,pnl_tp25_exit5,pnl_tp25_exit3,pnl_tp50_exit14,pnl_tp50_exit10,pnl_tp50_exit7,pnl_tp50_exit5,pnl_tp50_exit3,pnl_tp75_exit14,pnl_tp75_exit10,pnl_tp75_exit7,pnl_tp75_exit5,pnl_tp75_exit3,pnl_tp100_exit14,pnl_tp100_exit10,pnl_tp100_exit7,pnl_tp100_exit5,pnl_tp100_exit3
2021-12-31,2022-01-21,SPX,21,BWB 1-2-2 puts (+1/-2/+2),4775.22,4397.87,4690,4595,4180,165.0,240.0,75.0,17.72,17.72,4.25,203.0,-10378.0,32240.0,LOSS,expiration,3440,-9750,-55.0,265.0,970.0,1775.0,1775.0,2350.0,-10378.0,-10378.0,-10378.0,-55.0,265.0,970.0,1775.0,2350.0,-55.0,265.0,970.0,1775.0,1775.0,-55.0,265.0,970.0,1775.0,1775.0,-55.0,265.0,970.0,1775.0,1775.0
2022-01-07,2022-01-28,SPX,21,BWB 1-2-2 puts (+1/-2/+2),4703.29,4431.8,4600,4495,4080,105.0,220.0,115.0,19.15,19.15,4.59,216.0,4075.0,31220.0,WIN,expiration,4090,-9445,210.0,250.0,760.0,-6335.0,-6795.0,4090.0,4075.0,4075.0,4075.0,210.0,250.0,760.0,-6335.0,-6795.0,210.0,250.0,760.0,-6335.0,-6795.0,210.0,250.0,760.0,-6335.0,-6795.0,210.0,250.0,760.0,-6335.0,-6795.0
2022-01-14,2022-02-04,SPX,21,BWB 1-2-2 puts (+1/-2/+2),4659.03,4499.81,4545,4435,4020,185.0,350.0,165.0,20.24,20.24,4.85,226.2,4334.0,30850.0,WIN,expiration,6575,-3975,-150.0,-2875.0,-3200.0,945.0,1875.0,2865.0,6575.0,4334.0,4334.0,-150.0,-2875.0,-3200.0,945.0,1875.0,-150.0,-2875.0,-3200.0,945.0,1875.0,-150.0,-2875.0,-3200.0,945.0,1875.0,-150.0,-2875.0,-3200.0,945.0,1875.0
2022-01-21,2022-02-11,SPX,21,BWB 1-2-2 puts (+1/-2/+2),4450.74,4416.86,4310,4175,3650,370.0,650.0,280.0,27.11,27.11,6.5,289.4,-370.0,39650.0,LOSS,expiration,365,-845,-455.0,-5.0,170.0,-120.0,-55.0,-370.0,-370.0,-370.0,-370.0,-455.0,-5.0,170.0,-120.0,-55.0,-455.0,-5.0,170.0,-120.0,-55.0,-455.0,-5.0,170.0,-120.0,-55.0,-455.0,-5.0,170.0,-120.0,-55.0
2022-01-28,2022-02-18,SPX,21,BWB 1-2-2 puts (+1/-2/+2),4297.45,4348.67,4135,3980,3425,435.0,600.0,165.0,31.85,31.85,7.64,328.3,-435.0,40600.0,LOSS,expiration,25,-445,-255.0,-315.0,-380.0,-255.0,-392.5,-435.0,-435.0,-435.0,-435.0,-255.0,-315.0,-380.0,-255.0,-392.5,-255.0,-315.0,-380.0,-255.0,-392.5,-255.0,-315.0,-380.0,-255.0,-392.5,-255.0,-315.0,-380.0,-255.0,-392.5
2022-02-04,2022-02-25,SPX,21,BWB 1-2-2 puts (+1/-2/+2),4484.16,4288.7,4355,4230,3800,285.0,390.0,105.0,24.54,24.54,5.89,263.9,6345.0,30890.0,WIN,expiration,5995,-280,155.0,320.0,865.0,1975.0,1975.0,3330.0,6345.0,6345.0,6345.0,155.0,320.0,865.0,1975.0,1975.0,155.0,320.0,865.0,1975.0,1975.0,155.0,320.0,865.0,1975.0,1975.0,155.0,320.0,865.0,1975.0,1975.0
2022-02-11,2022-03-04,SPX,21,BWB 1-2-2 puts (+1/-2/+2),4503.19,4363.49,4375,4250,3800,120.0,370.0,250.0,24.25,24.25,5.82,261.9,1031.0,32870.0,WIN,expiration,7220,-940,35.0,300.0,1335.0,1635.0,1540.0,4625.0,6980.0,1031.0,1031.0,35.0,300.0,1335.0,1635.0,1540.0,35.0,300.0,1335.0,1635.0,1540.0,35.0,300.0,1335.0,1635.0,1540.0,35.0,300.0,1335.0,1635.0,1540.0
2022-02-18,2022-03-11,SPX,21,BWB 1-2-2 puts (+1/-2/+2),4392.71,4203.91,4250,4110,3600,275.0,450.0,175.0,27.85,27.85,6.68,293.4,4334.0,37450.0,WIN,expiration,4330,-335,-195.0,265.0,595.0,1645.0,2815.0,3410.0,4334.0,4334.0,4334.0,-195.0,265.0,595.0,1645.0,3410.0,-195.0,265.0,595.0,1645.0,2815.0,-195.0,265.0,595.0,1645.0,2815.0,-195.0,265.0,595.0,1645.0,2815.0
2022-02-25,2022-03-18,SPX,21,BWB 1-2-2 puts (+1/-2/+2),4288.7,4462.85,4140,3995,3490,325.0,540.0,215.0,29.85,29.85,7.16,307.1,-325.0,36540.0,LOSS,expiration,1975,-337.5,135.0,670.0,890.0,1410.0,1495.0,-325.0,-325.0,-325.0,-325.0,135.0,670.0,890.0,1410.0,1495.0,135.0,670.0,890.0,1410.0,1495.0,135.0,670.0,890.0,1410.0,1495.0,135.0,670.0,890.0,1410.0,1495.0
2022-03-04,2022-03-25,SPX,21,BWB 1-2-2 puts (+1/-2/+2),4363.49,4543.05,4185,4015,3450,575.0,690.0,115.0,32.94,32.94,7.9,344.8,-575.0,40190.0,LOSS,expiration,1910,-577.5,1010.0,1745.0,-100.0,-415.0,-530.0,-575.0,-575.0,-575.0,-575.0,1010.0,1745.0,-100.0,-415.0,-530.0,1010.0,1745.0,-100.0,-415.0,-530.0,1010.0,1745.0,-100.0,-415.0,-530.0,1010.0,1745.0,-100.0,-415.0,-530.0
2022-03-11,2022-04-01,SPX,21,BWB 1-2-2 puts (+1/-2/+2),4274.69,4544.79,4125,3990,3525,365.0,1040.0,675.0,29.79,29.79,7.15,305.4,-365.0,34040.0,LOSS,expiration,290,-370,-50.0,-245.0,-347.5,-360.0,-355.0,-365.0,-365.0,-365.0,-365.0,-50.0,-245.0,-347.5,-360.0,-355.0,-50.0,-245.0,-347.5,-360.0,-355.0,-50.0,-245.0,-347.5,-360.0,-355.0,-50.0,-245.0,-347.5,-360.0,-355.0
2022-03-18,2022-04-08,SPX,21,BWB 1-2-2 puts (+1/-2/+2),4407.41,4489.24,4275,4150,3700,100.0,210.0,110.0,25.55,25.55,6.13,270.1,-100.0,32710.0,LOSS,expiration,280,-107.5,195.0,-65.0,0.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,195.0,-65.0,0.0,-85.0,-100.0,195.0,-65.0,0.0,-85.0,-100.0,195.0,-65.0,0.0,-85.0,-100.0,195.0,-65.0,0.0,-85.0,-100.0
2022-03-25,2022-04-08,SPX,14,BWB 1-2-2 puts (+1/-2/+2),4525.13,4489.24,4435,4345,4010,260.0,400.0,140.0,21.59,21.59,4.23,191.3,-260.0,24900.0,LOSS,expiration,1070,-252.5,40.0,-65.0,375.0,-50.0,-200.0,-260.0,-260.0,-260.0,-260.0,40.0,-65.0,375.0,-50.0,-200.0,40.0,-65.0,375.0,-50.0,-200.0,40.0,-65.0,375.0,-50.0,-200.0,40.0,-65.0,375.0,-50.0,-200.0
2022-04-01,2022-04-22,SPX,21,BWB 1-2-2 puts (+1/-2/+2),4537.52,4272.28,4440,4340,3970,340.0,520.0,180.0,20.2,20.2,4.85,219.9,2888.0,27520.0,WIN,expiration,6815,-145,105.0,395.0,1850.0,1850.0,1795.0,2440.0,6205.0,2888.0,2888.0,105.0,395.0,1850.0,1850.0,2440.0,105.0,395.0,1850.0,1850.0,1795.0,105.0,395.0,1850.0,1850.0,1795.0,105.0,395.0,1850.0,1850.0,1795.0
