trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit3
2021-11-08,2021-11-12,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4707.34,4682.96,4705.0,4695.0,4715.0,85.0,16.96,12.28,60.5,85.0,25.0,47.5,67.5,WIN,expiration,85.0,-170.0,15.0
2021-11-15,2021-11-19,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4696.18,4697.95,4695.0,4685.0,4705.0,80.0,16.89,12.2,60.0,-625.0,-625.0,-625.0,-625.0,LOSS,expiration,15.0,-1155.0,-15.0
2021-11-22,2021-11-26,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4734.65,4596.63,4735.0,4730.0,4740.0,15.0,17.6,9.25,45.8,15.0,5.0,10.0,20.0,WIN,expiration,20.0,-160.0,-5.0
2021-11-29,2021-12-03,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4641.74,4577.1,4640.0,4625.0,4655.0,85.0,24.12,20.67,100.4,85.0,25.0,115.0,115.0,WIN,expiration,115.0,-1080.0,115.0
2021-12-06,2021-12-10,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4568.18,4711.65,4570.0,4550.0,4590.0,100.0,28.86,27.14,129.8,100.0,50.0,50.0,85.0,WIN,expiration,610.0,-2690.0,50.0
2021-12-13,2021-12-17,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4692.08,4620.26,4690.0,4675.0,4705.0,100.0,20.42,17.99,88.3,100.0,100.0,100.0,100.0,WIN,expiration,100.0,-970.0,-20.0
2021-12-20,2021-12-23,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4560.88,4725.29,4560.0,4545.0,4575.0,65.0,25.41,26.08,107.8,65.0,25.0,80.0,80.0,WIN,expiration,120.0,-3240.0,-15.0
2021-12-27,2021-12-31,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4750.27,4766.1,4750.0,4740.0,4760.0,60.0,18.84,13.31,66.2,60.0,15.0,40.0,220.0,WIN,expiration,220.0,-1790.0,25.0
2022-01-03,2022-01-07,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4767.42,4676.51,4765.0,4755.0,4775.0,55.0,18.11,13.77,68.7,55.0,40.0,40.0,42.5,WIN,expiration,55.0,-500.0,40.0
2022-01-10,2022-01-14,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4609.14,4661.92,4610.0,4595.0,4625.0,105.0,22.23,21.92,105.8,105.0,30.0,70.0,250.0,WIN,expiration,250.0,-2050.0,35.0
2022-01-24,2022-01-28,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4304.2,4431.8,4305.0,4275.0,4335.0,170.0,35.56,43.88,197.7,170.0,45.0,170.0,170.0,WIN,expiration,170.0,-3020.0,0.0
2022-01-31,2022-02-04,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4447.78,4499.81,4450.0,4430.0,4470.0,110.0,27.57,29.35,136.6,110.0,75.0,75.0,130.0,WIN,expiration,130.0,-1920.0,75.0
2022-02-07,2022-02-11,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4511.01,4416.86,4510.0,4495.0,4525.0,85.0,23.07,23.06,108.9,85.0,55.0,55.0,200.0,WIN,expiration,200.0,-810.0,-15.0
2022-02-14,2022-02-18,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4411.18,4348.67,4410.0,4390.0,4430.0,105.0,29.42,31.26,144.4,105.0,100.0,100.0,100.0,WIN,expiration,165.0,-1160.0,-0.0
2022-02-28,2022-03-04,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4348.89,4363.49,4350.0,4325.0,4375.0,155.0,30.52,32.96,150.1,-996.0,55.0,-996.0,-996.0,LOSS,expiration,55.0,-1850.0,-70.0
2022-03-07,2022-03-11,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4285.31,4203.91,4285.0,4260.0,4310.0,135.0,33.79,35.9,161.0,135.0,132.5,132.5,132.5,WIN,expiration,132.5,-1180.0,-35.0
2022-03-14,2022-03-18,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4216.25,4462.85,4215.0,4190.0,4240.0,125.0,31.09,34.71,153.2,125.0,35.0,90.0,115.0,WIN,expiration,620.0,-4890.0,-35.0
2022-03-21,2022-03-25,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4456.34,4543.05,4455.0,4440.0,4470.0,80.0,24.46,23.63,110.2,80.0,30.0,45.0,225.0,WIN,expiration,225.0,-2000.0,20.0
2022-03-28,2022-04-01,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4552.22,4544.79,4550.0,4535.0,4565.0,85.0,21.38,19.61,93.4,-894.0,50.0,50.0,-894.0,LOSS,expiration,50.0,-1760.0,15.0
2022-04-04,2022-04-08,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4561.49,4489.24,4560.0,4550.0,4570.0,55.0,19.64,16.29,77.8,55.0,35.0,35.0,62.5,WIN,expiration,62.5,-1560.0,10.0
2022-04-11,2022-04-14,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4455.37,4392.44,4455.0,4440.0,4470.0,95.0,22.88,21.78,88.0,95.0,67.5,67.5,90.0,WIN,expiration,90.0,-430.0,5.0
2022-04-18,2022-04-22,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4390.76,4272.28,4390.0,4375.0,4405.0,85.0,23.68,22.3,102.5,85.0,40.0,45.0,65.0,WIN,expiration,85.0,-1670.0,15.0
2022-04-25,2022-04-29,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4214.72,4132.17,4215.0,4195.0,4235.0,110.0,30.31,33.03,145.7,110.0,35.0,80.0,215.0,WIN,expiration,215.0,-2130.0,10.0
2022-05-02,2022-05-06,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4138.51,4146.87,4140.0,4115.0,4165.0,140.0,34.6,39.8,172.4,-1673.0,95.0,95.0,-1673.0,LOSS,expiration,95.0,-4530.0,-20.0
2022-05-09,2022-05-13,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4059.05,4023.56,4060.0,4035.0,4085.0,130.0,33.14,38.49,163.5,130.0,65.0,65.0,97.5,WIN,expiration,132.5,-555.0,-30.0
2022-05-16,2022-05-20,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3993.98,3901.55,3995.0,3975.0,4015.0,95.0,29.24,35.82,149.8,95.0,60.0,60.0,72.5,WIN,expiration,90.0,-2130.0,5.0
2022-05-23,2022-05-27,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3927.32,4158.34,3925.0,3905.0,3945.0,105.0,29.94,35.71,146.8,105.0,200.0,200.0,200.0,WIN,expiration,540.0,-3860.0,200.0
2022-06-06,2022-06-10,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4153.85,3900.16,4155.0,4140.0,4170.0,80.0,24.99,25.82,112.3,80.0,22.5,65.0,65.0,WIN,expiration,65.0,-1320.0,-5.0
2022-06-13,2022-06-17,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3797.9,3673.63,3800.0,3775.0,3825.0,135.0,32.7,42.95,170.7,135.0,195.0,195.0,195.0,WIN,expiration,195.0,-1990.0,-10.0
2022-06-27,2022-07-01,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3895.43,3825.03,3895.0,3875.0,3915.0,135.0,28.3,30.5,124.4,135.0,105.0,105.0,105.0,WIN,expiration,132.5,-1750.0,10.0
2022-07-11,2022-07-15,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3858.55,3861.56,3860.0,3845.0,3875.0,75.0,26.43,27.98,113.0,-1269.0,55.0,55.0,-1269.0,LOSS,expiration,55.0,-2055.0,-5.0
2022-07-18,2022-07-22,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3895.79,3962.24,3895.0,3880.0,3910.0,85.0,24.75,24.72,100.8,85.0,25.0,70.0,70.0,WIN,expiration,95.0,-2140.0,-20.0
2022-07-25,2022-07-29,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3966.83,4130.48,3965.0,3950.0,3980.0,75.0,23.62,28.08,116.6,75.0,35.0,50.0,75.0,WIN,expiration,80.0,-4800.0,-15.0
2022-08-01,2022-08-05,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4123.31,4144.66,4125.0,4110.0,4140.0,105.0,22.58,21.01,90.7,105.0,30.0,115.0,115.0,WIN,expiration,195.0,-1400.0,30.0
2022-08-08,2022-08-12,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4182.22,4279.35,4180.0,4165.0,4195.0,90.0,21.32,22.73,99.5,90.0,35.0,70.0,70.0,WIN,expiration,150.0,-2210.0,5.0
2022-08-15,2022-08-19,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4278.61,4228.37,4280.0,4270.0,4290.0,50.0,20.57,17.57,78.7,50.0,17.5,27.5,57.5,WIN,expiration,57.5,-1330.0,0.0
2022-08-22,2022-08-26,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4168.55,4058.29,4170.0,4155.0,4185.0,70.0,23.08,22.71,99.1,70.0,17.5,52.5,52.5,WIN,expiration,70.0,-1380.0,-25.0
2022-08-29,2022-09-02,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4034.39,3925.29,4035.0,4020.0,4050.0,65.0,26.62,27.39,115.7,65.0,50.0,50.0,50.0,WIN,expiration,65.0,-730.0,-85.0
2022-09-12,2022-09-16,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4112.16,3872.56,4110.0,4095.0,4125.0,95.0,23.23,26.05,112.2,95.0,30.0,52.5,82.5,WIN,expiration,97.5,-680.0,40.0
2022-09-19,2022-09-23,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3864.26,3695.23,3865.0,3845.0,3885.0,105.0,26.98,33.69,136.3,105.0,35.0,65.0,150.0,WIN,expiration,150.0,-1920.0,15.0
2022-09-26,2022-09-30,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3699.8,3589.7,3700.0,3680.0,3720.0,95.0,30.8,35.98,139.4,95.0,52.5,52.5,87.5,WIN,expiration,92.5,-440.0,-20.0
2022-10-03,2022-10-07,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3618.36,3640.38,3620.0,3600.0,3640.0,90.0,31.32,33.39,126.5,90.0,45.0,55.0,150.0,WIN,expiration,232.5,-4150.0,45.0
2022-10-10,2022-10-14,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3626.81,3585.73,3625.0,3605.0,3645.0,105.0,32.77,37.33,141.7,105.0,105.0,105.0,105.0,WIN,expiration,105.0,-1750.0,-0.0
2022-10-17,2022-10-21,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3668.62,3752.75,3670.0,3650.0,3690.0,115.0,31.49,33.61,129.1,115.0,85.0,85.0,105.0,WIN,expiration,105.0,-1850.0,20.0
2022-10-24,2022-10-28,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3786.65,3900.55,3785.0,3765.0,3805.0,115.0,30.34,33.21,131.6,115.0,85.0,85.0,105.0,WIN,expiration,215.0,-2760.0,25.0
2022-10-31,2022-11-04,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3865.36,3770.42,3865.0,3845.0,3885.0,100.0,26.77,35.2,142.4,100.0,285.0,285.0,285.0,WIN,expiration,285.0,-1680.0,10.0
2022-11-07,2022-11-11,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3768.57,3992.21,3770.0,3750.0,3790.0,105.0,25.37,35.67,140.7,105.0,30.0,75.0,80.0,WIN,expiration,250.0,-4230.0,-15.0
2022-11-14,2022-11-18,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3977.74,3967.12,3980.0,3965.0,3995.0,100.0,23.27,23.96,99.8,-112.0,45.0,-112.0,-112.0,LOSS,expiration,45.0,-660.0,-0.0
2022-11-21,2022-11-25,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3956.46,4026.98,3955.0,3945.0,3965.0,60.0,23.16,17.53,72.6,60.0,30.0,40.0,45.0,WIN,expiration,65.0,-1890.0,-15.0
2022-11-28,2022-12-02,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4002.86,4071.55,4005.0,3990.0,4020.0,100.0,22.04,22.02,92.3,100.0,35.0,70.0,75.0,WIN,expiration,105.0,-1830.0,-10.0
2022-12-05,2022-12-09,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4034.46,3934.36,4035.0,4025.0,4045.0,95.0,20.31,18.51,78.2,95.0,50.0,50.0,75.0,WIN,expiration,100.0,-1300.0,45.0
2022-12-12,2022-12-16,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3946.7,3851.02,3945.0,3920.0,3970.0,145.0,24.41,36.41,150.4,145.0,105.0,105.0,125.0,WIN,expiration,142.5,-2750.0,105.0
2022-12-19,2022-12-23,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3840.6,3844.45,3840.0,3825.0,3855.0,95.0,22.47,21.62,86.9,-960.0,30.0,-960.0,-960.0,LOSS,expiration,30.0,-1785.0,-20.0
2023-01-09,2023-01-13,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3930.12,3998.63,3930.0,3910.0,3950.0,125.0,21.62,28.94,119.1,125.0,90.0,90.0,115.0,WIN,expiration,130.0,-1720.0,5.0
2023-01-23,2023-01-27,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3992.16,4070.02,3990.0,3980.0,4000.0,55.0,19.86,18.52,77.4,55.0,20.0,80.0,80.0,WIN,expiration,80.0,-1950.0,5.0
2023-01-30,2023-02-03,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4056.24,4136.52,4055.0,4035.0,4075.0,120.0,19.65,27.48,116.7,120.0,155.0,155.0,155.0,WIN,expiration,155.0,-2560.0,-10.0
2023-02-06,2023-02-10,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4114.59,4090.49,4115.0,4100.0,4130.0,100.0,19.32,20.12,86.7,100.0,32.5,62.5,100.0,WIN,expiration,62.5,-310.0,-10.0
2023-02-13,2023-02-17,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4113.21,4078.98,4115.0,4100.0,4130.0,80.0,21.09,26.97,116.1,80.0,20.0,45.0,67.5,WIN,expiration,80.0,-470.0,-30.0
2023-02-27,2023-03-03,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4009.16,4045.32,4010.0,4000.0,4020.0,60.0,20.83,18.5,77.6,60.0,15.0,35.0,55.0,WIN,expiration,55.0,-1670.0,15.0
2023-03-06,2023-03-10,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4062.45,3861.68,4060.0,4045.0,4075.0,100.0,18.68,21.38,90.9,100.0,35.0,65.0,87.5,WIN,expiration,90.0,-1560.0,10.0
2023-03-13,2023-03-17,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3859.01,3916.47,3860.0,3840.0,3880.0,105.0,27.65,34.89,140.9,105.0,30.0,55.0,85.0,WIN,expiration,105.0,-1480.0,-10.0
2023-03-20,2023-03-24,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3931.83,3971.35,3930.0,3910.0,3950.0,95.0,25.46,33.03,136.0,95.0,30.0,95.0,95.0,WIN,expiration,30.0,-2140.0,30.0
2023-03-27,2023-03-31,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3995.55,4108.9,3995.0,3980.0,4010.0,90.0,21.25,21.38,89.4,90.0,35.0,75.0,75.0,WIN,expiration,250.0,-2740.0,-15.0
2023-04-03,2023-04-06,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4115.9,4104.8,4115.0,4105.0,4125.0,35.0,19.39,17.47,65.2,35.0,22.5,22.5,35.0,WIN,expiration,22.5,-1510.0,-35.0
2023-04-10,2023-04-14,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4074.32,4137.47,4075.0,4060.0,4090.0,90.0,19.9,20.05,85.5,90.0,40.0,60.0,75.0,WIN,expiration,100.0,-1210.0,0.0
2023-04-17,2023-04-21,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4138.77,4133.56,4140.0,4130.0,4150.0,70.0,17.5,14.55,63.0,-286.0,-286.0,-286.0,-286.0,LOSS,expiration,10.0,-385.0,0.0
2023-04-24,2023-04-28,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4139.05,4169.77,4140.0,4130.0,4150.0,70.0,17.21,14.61,63.3,70.0,22.5,57.5,57.5,WIN,expiration,57.5,-1100.0,-0.0
2023-05-01,2023-05-05,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4174.96,4135.77,4175.0,4165.0,4185.0,50.0,15.98,17.99,78.6,50.0,15.0,42.5,42.5,WIN,expiration,55.0,-1880.0,15.0
2023-05-08,2023-05-12,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4132.31,4123.85,4130.0,4120.0,4140.0,60.0,17.8,17.09,73.9,-325.0,17.5,-325.0,-325.0,LOSS,expiration,17.5,-980.0,-5.0
2023-05-15,2023-05-19,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4115.2,4191.97,4115.0,4105.0,4125.0,60.0,18.01,14.96,64.4,60.0,15.0,35.0,45.0,WIN,expiration,120.0,-570.0,-10.0
2023-05-22,2023-05-26,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4195.61,4205.01,4195.0,4185.0,4205.0,60.0,17.29,14.59,64.1,60.0,30.0,30.0,82.5,WIN,expiration,272.5,-720.0,-30.0
2023-06-05,2023-06-09,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4285.07,4299.44,4285.0,4275.0,4295.0,70.0,15.12,12.22,54.8,70.0,20.0,255.0,255.0,WIN,expiration,255.0,-580.0,-20.0
2023-06-12,2023-06-16,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4311.6,4409.77,4310.0,4300.0,4320.0,55.0,14.7,15.55,70.2,55.0,15.0,35.0,125.0,WIN,expiration,255.0,-2350.0,-15.0
2023-06-26,2023-06-30,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4359.65,4449.81,4360.0,4350.0,4370.0,65.0,13.93,12.54,57.2,65.0,200.0,200.0,200.0,WIN,expiration,200.0,-1090.0,-60.0
2023-07-03,2023-07-07,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4450.08,4398.76,4450.0,4445.0,4455.0,40.0,13.79,9.94,46.3,40.0,10.0,25.0,130.0,WIN,expiration,130.0,-1270.0,20.0
2023-07-10,2023-07-14,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4405.2,4506.04,4405.0,4395.0,4415.0,65.0,15.32,13.58,62.6,65.0,20.0,140.0,140.0,WIN,expiration,340.0,-1530.0,20.0
2023-07-17,2023-07-21,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4509.9,4536.68,4510.0,4500.0,4520.0,75.0,13.68,11.47,54.2,75.0,45.0,45.0,60.0,WIN,expiration,550.0,-1530.0,0.0
