trade_date,exp_date,underlying,dte_entry,spot_entry,vix_entry,roll_dir,restruck,short_put,long_put,delta_short,delta_long,iv_short,iv_long,dte_close,cash_close,cash_open,net_roll,net_roll_usd,dd_index,k_gap,mark,cum_pnl_pts,pnl_usd,pnl_usd_at_exp,result,exit_method,in_range
2025-12-05,2026-01-16,SPX,42,6881.42,15.85,up,1,6675.0,6490.0,-0.249,-0.152,0.1373,0.1727,35,4.15,-12.15,-8.0,-800.0,-0.55,0.0,12.15,-795.0,-720.0,-720.0,loss,roll,0
2025-12-12,2026-01-23,SPX,42,6886.59,15.06,up,1,6700.0,6520.0,-0.253,-0.152,0.1258,0.1612,35,5.7,-10.7,-5.0,-500.0,-0.48,0.0,10.7,-801.45,-645.0,-645.0,loss,roll,0
2025-12-19,2026-01-30,SPX,42,6827.03,15.48,down,0,6700.0,6520.0,-0.306,-0.185,2.8718,0.1557,35,6.2,-14.0,-7.8,-780.0,-1.34,0.0,14.0,-805.95,-450.0,-450.0,loss,roll,0
2025-12-26,2026-02-06,SPX,42,6935.88,14.17,up,1,6750.0,6575.0,-0.251,-0.149,0.123,0.1555,35,4.6,-10.4,-5.8,-580.0,-0.13,0.0,10.4,-815.35,-940.0,-940.0,loss,roll,0
2026-01-02,2026-02-13,SPX,42,6887.78,14.68,down,0,6750.0,6575.0,-0.294,-0.173,0.114,0.1491,35,3.95,-9.75,-5.8,-580.0,-0.82,0.0,9.75,-821.8,-645.0,-645.0,loss,roll,0
2026-01-09,2026-02-20,SPX,42,6941.61,15.47,up,1,6745.0,6565.0,-0.25,-0.151,0.1297,0.1639,35,7.55,-10.95,-3.4,-340.0,-0.34,0.0,10.95,-824.0,-220.0,-220.0,loss,roll,0
2026-01-16,2026-02-27,SPX,42,6943.39,15.9,up,1,6735.0,6545.0,-0.249,-0.151,0.1375,0.174,35,8.15,-12.15,-4.0,-400.0,-0.61,0.0,12.15,-826.8,-280.0,-280.0,loss,roll,0
2026-01-23,2026-03-06,SPX,42,6911.09,15.85,down,0,6730.0,6540.0,-0.272,-0.164,0.134,0.1712,35,6.25,-12.1,-5.85,-585.0,-1.07,5.0,12.1,-832.7,-590.0,-590.0,loss,roll,0
2026-01-30,2026-03-13,SPX,42,6940.53,17.49,up,1,6710.0,6500.0,-0.251,-0.151,0.1547,0.1934,35,10.75,-12.5,-1.75,-175.0,-0.87,0.0,12.5,-834.05,-135.0,-135.0,loss,roll,0
2026-02-06,2026-03-20,SPX,42,6868.99,19.14,down,0,6710.0,6500.0,-0.312,-0.195,0.1487,0.1967,35,10.8,-19.7,-8.9,-890.0,-1.89,0.0,19.7,-835.75,-170.0,-170.0,loss,roll,0
2026-02-13,2026-03-27,SPX,42,6816.57,21.95,down,0,6710.0,6500.0,-0.362,-0.234,1.9442,0.2031,35,24.0,-32.5,-8.5,-850.0,-2.64,0.0,32.5,-831.45,430.0,430.0,win,roll,1
2026-02-20,2026-03-31,SPX,39,6865.77,20.2,up,1,6600.0,6370.0,-0.249,-0.15,0.1862,0.2294,32,19.1,-14.65,4.45,445.0,-1.94,0.0,14.65,-844.85,-1340.0,-1340.0,loss,roll,0
2026-02-27,2026-04-10,SPX,42,6844.69,21.37,down,0,6600.0,6375.0,-0.268,-0.168,0.1829,0.2267,35,11.1,-21.45,-10.35,-1035.0,-2.24,5.0,21.45,-848.4,-355.0,-355.0,loss,roll,0
2026-03-06,2026-04-17,SPX,42,6724.02,27.9,down,0,6600.0,6375.0,-0.367,-0.249,1.8228,0.2469,35,38.7,-48.5,-9.8,-980.0,-3.96,0.0,48.5,-831.15,1725.0,1725.0,win,roll,1
2026-03-13,2026-04-24,SPX,42,6715.58,25.28,down,0,6600.0,6375.0,-0.366,-0.24,1.8566,0.2304,35,28.8,-38.6,-9.8,-980.0,-4.08,0.0,38.6,-850.85,-1970.0,-1970.0,loss,roll,0
2026-03-20,2026-05-01,SPX,42,6558.76,25.81,down,0,6600.0,6375.0,-0.484,-0.329,0.4659,2.4081,35,39.55,-53.95,-14.4,-1440.0,-6.32,0.0,53.95,-849.9,95.0,95.0,win,roll,1
2026-03-27,2026-05-08,SPX,42,6415.1,30.01,down,0,6600.0,6375.0,-0.592,-0.427,0.2968,0.9678,35,78.4,-94.65,-16.25,-1625.0,-8.37,0.0,94.65,-825.45,2445.0,2445.0,win,roll,1
2026-04-10,2026-05-22,SPX,42,6832.8,18.99,up,1,6580.0,6360.0,-0.25,-0.15,0.1721,0.2113,35,-0.45,-12.7,-13.15,-1315.0,-2.41,0.0,12.7,-920.55,-9510.0,-9510.0,loss,roll,0
2026-04-17,2026-05-29,SPX,42,7108.19,17.64,up,1,6875.0,6665.0,-0.25,-0.15,0.1514,0.1894,35,4.75,-12.65,-7.9,-790.0,0.0,0.0,12.65,-928.5,-795.0,-795.0,loss,roll,0
2026-04-24,2026-06-05,SPX,42,7123.45,19.16,up,1,6860.0,6625.0,-0.25,-0.149,0.1718,0.2131,35,11.95,-13.6,-1.65,-165.0,-0.33,0.0,13.6,-929.2,-70.0,-70.0,loss,roll,0
2026-05-01,2026-06-12,SPX,42,7265.08,16.58,up,1,7030.0,6825.0,-0.248,-0.151,0.1482,0.1838,35,3.35,-12.6,-9.25,-925.0,0.0,0.0,12.6,-939.45,-1025.0,-1025.0,loss,roll,0
2026-05-08,2026-06-18,SPX,41,7389.46,17.04,up,1,7150.0,6935.0,-0.251,-0.149,0.1525,0.1881,34,5.95,-10.4,-4.45,-445.0,0.0,0.0,10.4,-946.1,-665.0,-665.0,loss,roll,0
2026-05-15,2026-06-26,SPX,42,7410.59,18.7,up,1,7150.0,6920.0,-0.249,-0.149,0.1624,0.201,35,9.45,-13.1,-3.65,-365.0,-1.41,0.0,13.1,-947.05,-95.0,-95.0,loss,roll,0
2026-05-22,2026-07-02,SPX,41,7493.28,16.84,up,1,7250.0,7050.0,-0.244,-0.15,0.147,0.1806,34,3.8,-12.85,-9.05,-905.0,-0.31,0.0,12.85,-956.35,-930.0,-930.0,loss,roll,0
2026-05-29,2026-07-10,SPX,42,7596.39,15.6,up,1,7380.0,7190.0,-0.251,-0.152,0.1309,0.1621,35,4.45,-11.05,-6.6,-660.0,-0.01,0.0,11.05,-964.75,-840.0,-840.0,loss,roll,0
