trade_date,exp_date,underlying,dte_entry,spot_entry,vix_entry,roll_dir,restruck,short_put,long_put,delta_short,delta_long,iv_short,iv_long,dte_close,cash_close,cash_open,net_roll,net_roll_usd,dd_index,k_gap,mark,cum_pnl_pts,pnl_usd,pnl_usd_at_exp,result,exit_method,in_range
2021-09-17,2021-10-29,SPX,42,4451.54,19.5,down,0,4360.0,4220.0,-0.352,-0.22,0.1755,0.2136,35,12.6,-18.1,-5.5,-550.0,-2.04,0.0,18.1,-45.8,-70.0,-70.0,loss,roll,0
2021-09-24,2021-11-05,SPX,42,4452.18,18.68,up,1,4260.0,4110.0,-0.248,-0.15,0.2011,0.2366,35,10.9,-10.45,0.45,45.0,-2.02,0.0,10.45,-53.0,-720.0,-720.0,loss,roll,0
2021-10-01,2021-11-12,SPX,42,4309.7,22.91,down,0,4260.0,4110.0,-0.42,-0.268,0.9878,0.2423,35,16.35,-23.65,-7.3,-730.0,-5.16,0.0,23.65,-47.1,590.0,590.0,win,roll,1
2021-10-08,2021-11-19,SPX,42,4398.49,18.92,up,1,4205.0,4060.0,-0.249,-0.151,0.2068,0.238,35,5.35,-9.55,-4.2,-420.0,-3.2,0.0,9.55,-65.4,-1830.0,-1830.0,loss,roll,0
2021-10-15,2021-11-26,SPX,42,4465.65,15.9,up,1,4305.0,4175.0,-0.25,-0.149,0.1669,0.1971,35,2.7,-8.75,-6.05,-605.0,-1.73,0.0,8.75,-72.25,-685.0,-685.0,loss,roll,0
2021-10-22,2021-12-03,SPX,42,4552.15,15.06,up,1,4390.0,4260.0,-0.25,-0.153,0.1654,0.1972,35,4.6,-10.0,-5.4,-540.0,-0.06,0.0,10.0,-76.4,-415.0,-415.0,loss,roll,0
2021-10-29,2021-12-10,SPX,42,4585.1,17.06,up,1,4400.0,4260.0,-0.246,-0.151,0.1851,0.2183,35,8.5,-11.2,-2.7,-270.0,-0.29,0.0,11.2,-77.9,-150.0,-150.0,loss,roll,0
2021-11-05,2021-12-17,SPX,42,4713.96,15.07,up,1,4550.0,4415.0,-0.251,-0.151,0.162,0.1929,35,3.85,-9.85,-6.0,-600.0,-0.01,0.0,9.85,-85.25,-735.0,-735.0,loss,roll,0
2021-11-12,2021-12-23,SPX,41,4653.64,17.08,down,0,4550.0,4410.0,-0.332,-0.197,2.4358,0.1957,34,8.9,-11.65,-2.75,-275.0,-1.37,5.0,11.65,-86.2,-95.0,-95.0,loss,roll,0
2021-11-19,2021-12-31,SPX,42,4710.65,17.87,up,1,4525.0,4375.0,-0.249,-0.151,0.1836,0.2195,35,8.65,-11.35,-2.7,-270.0,-0.16,0.0,11.35,-89.2,-300.0,-300.0,loss,roll,0
2021-11-26,2022-01-07,SPX,42,4624.37,25.77,down,0,4525.0,4375.0,-0.371,-0.247,0.2193,0.2552,35,24.4,-30.55,-6.15,-615.0,-2.49,0.0,30.55,-76.15,1305.0,1305.0,win,roll,1
2021-12-03,2022-01-14,SPX,42,4577.1,28.99,down,0,4525.0,4375.0,-0.427,-0.299,0.2338,0.277,35,37.2,-47.25,-10.05,-1005.0,-3.49,0.0,47.25,-69.5,665.0,665.0,win,roll,1
2021-12-10,2022-01-21,SPX,42,4687.31,20.18,up,1,4485.0,4325.0,-0.249,-0.15,0.2022,0.2377,35,9.3,-10.6,-1.3,-130.0,-1.16,0.0,10.6,-107.45,-3795.0,-3795.0,loss,roll,0
2021-12-17,2022-01-28,SPX,42,4624.26,22.2,down,0,4485.0,4325.0,-0.323,-0.201,2.4934,0.2473,35,9.45,-16.5,-7.05,-705.0,-2.49,0.0,16.5,-108.6,-115.0,-115.0,loss,roll,0
2021-12-31,2022-02-11,SPX,42,4775.22,17.72,up,1,4590.0,4440.0,-0.252,-0.151,0.1827,0.2156,35,1.9,-9.95,-8.05,-805.0,-0.69,0.0,9.95,-123.2,-1460.0,-1460.0,loss,roll,0
2022-01-07,2022-02-18,SPX,42,4703.29,19.15,down,0,4590.0,4440.0,-0.339,-0.208,0.1869,0.2185,35,8.85,-15.35,-6.5,-650.0,-2.37,0.0,15.35,-124.3,-110.0,-110.0,loss,roll,0
2022-01-14,2022-02-25,SPX,42,4659.03,20.24,down,0,4590.0,4440.0,-0.394,-0.246,0.1855,0.2181,35,11.9,-18.75,-6.85,-685.0,-3.29,0.0,18.75,-127.75,-345.0,-345.0,loss,roll,0
2022-01-21,2022-03-04,SPX,42,4450.74,27.11,down,0,4590.0,4440.0,-0.659,-0.471,0.2043,0.2902,35,47.8,-61.2,-13.4,-1340.0,-7.62,0.0,61.2,-98.7,2905.0,2905.0,win,roll,1
2022-01-28,2022-03-11,SPX,42,4297.45,31.85,down,0,4590.0,4440.0,-0.815,-0.645,0.2083,0.2335,35,107.4,-118.9,-11.5,-1150.0,-10.8,0.0,118.9,-52.5,4620.0,4620.0,win,roll,1
2022-02-04,2022-03-18,SPX,42,4484.16,24.54,up,1,4235.0,4055.0,-0.249,-0.15,0.2665,0.301,35,35.95,-11.55,24.4,2440.0,-6.92,0.0,11.55,-135.45,-8295.0,-8295.0,loss,roll,0
2022-02-11,2022-03-25,SPX,42,4503.19,24.25,up,1,4260.0,4075.0,-0.253,-0.15,0.2635,0.2994,35,6.8,-10.9,-4.1,-410.0,-6.53,0.0,10.9,-140.2,-475.0,-475.0,loss,roll,0
2022-02-18,2022-04-01,SPX,42,4392.71,27.85,down,0,4260.0,4075.0,-0.348,-0.217,0.2622,0.3022,35,12.5,-19.8,-7.3,-730.0,-8.82,0.0,19.8,-138.6,160.0,160.0,win,roll,1
2022-02-25,2022-04-08,SPX,42,4288.7,29.85,down,0,4260.0,4075.0,-0.451,-0.287,0.2347,0.2938,35,17.3,-28.85,-11.55,-1155.0,-10.98,0.0,28.85,-141.1,-250.0,-250.0,loss,roll,0
2022-03-04,2022-04-14,SPX,41,4363.49,32.94,up,1,4055.0,3840.0,-0.249,-0.149,0.3546,0.3912,34,28.0,-11.65,16.35,1635.0,-9.43,0.0,11.65,-141.95,-85.0,-85.0,loss,roll,0
2022-03-11,2022-04-22,SPX,42,4274.69,29.79,down,0,4050.0,3840.0,-0.281,-0.158,0.3001,0.3339,35,-0.4,-5.1,-5.5,-550.0,-11.27,5.0,5.1,-154.0,-1205.0,-1205.0,loss,roll,0
2022-03-18,2022-04-29,SPX,42,4407.41,25.55,up,1,4165.0,3985.0,-0.25,-0.149,0.2653,0.3001,35,-0.1,-10.3,-10.4,-1040.0,-8.52,0.0,10.3,-159.2,-520.0,-520.0,loss,roll,0
2022-03-25,2022-05-06,SPX,42,4525.13,21.59,up,1,4300.0,4140.0,-0.246,-0.149,0.2325,0.2639,35,1.45,-10.2,-8.75,-875.0,-6.07,0.0,10.2,-168.05,-885.0,-885.0,loss,roll,0
2022-04-01,2022-05-13,SPX,42,4537.52,20.2,up,1,4330.0,4175.0,-0.252,-0.15,0.2182,0.2465,35,2.4,-7.9,-5.5,-550.0,-5.82,0.0,7.9,-175.85,-780.0,-780.0,loss,roll,0
2022-04-08,2022-05-20,SPX,42,4476.48,22.27,down,0,4330.0,4175.0,-0.316,-0.196,0.2215,0.2525,35,7.85,-14.05,-6.2,-620.0,-7.08,0.0,14.05,-175.9,-5.0,-5.0,loss,roll,0
2022-04-22,2022-06-03,SPX,42,4355.15,23.9,down,0,4330.0,4175.0,-0.451,-0.29,0.1874,3.0177,35,5.5,-22.85,-17.35,-1735.0,-9.6,0.0,22.85,-184.45,-855.0,-855.0,loss,roll,0
2022-04-29,2022-06-10,SPX,42,4267.85,28.98,down,0,4330.0,4175.0,-0.554,-0.383,0.2415,0.2559,35,36.35,-48.2,-11.85,-1185.0,-11.41,0.0,48.2,-170.95,1350.0,1350.0,win,roll,1
2022-05-06,2022-06-17,SPX,42,4146.87,35.09,down,0,4330.0,4175.0,-0.613,-0.495,0.364,0.3842,35,103.65,-119.05,-15.4,-1540.0,-13.92,0.0,119.05,-115.5,5545.0,5545.0,win,roll,1
2022-05-13,2022-06-24,SPX,42,3993.95,29.71,down,0,4325.0,4175.0,-0.821,-0.675,0.2441,0.2624,35,119.05,-134.85,-15.8,-1580.0,-17.1,5.0,134.85,-115.5,0.0,0.0,flat,roll,1
2022-05-20,2022-07-01,SPX,42,3933.8,28.22,down,0,4300.0,4175.0,-0.863,-0.761,0.2316,0.2337,35,143.25,-175.7,-32.45,-3245.0,-18.35,25.0,175.7,-107.1,840.0,840.0,win,roll,1
2022-05-27,2022-07-08,SPX,42,4115.44,26.13,up,1,3890.0,3730.0,-0.252,-0.148,0.267,0.2917,35,74.65,-6.1,68.55,6855.0,-14.58,0.0,6.1,-208.15,-10105.0,-10105.0,loss,roll,0
2022-06-03,2022-07-15,SPX,42,4134.22,25.29,up,1,3910.0,3755.0,-0.251,-0.15,0.2628,0.2871,35,1.15,-7.15,-6.0,-600.0,-14.19,0.0,7.15,-213.1,-495.0,-495.0,loss,roll,0
2022-06-10,2022-07-22,SPX,42,3935.06,27.92,down,0,3910.0,3750.0,-0.449,-0.29,0.1988,2.9838,35,12.4,-19.2,-6.8,-680.0,-18.32,5.0,19.2,-207.85,525.0,525.0,win,roll,1
2022-06-17,2022-07-29,SPX,42,3698.69,31.44,down,0,3910.0,3750.0,-0.707,-0.53,0.2774,0.3172,35,53.15,-67.15,-14.0,-1400.0,-23.23,0.0,67.15,-173.9,3395.0,3395.0,win,roll,1
2022-06-24,2022-08-05,SPX,42,3852.1,28.4,up,1,3625.0,3470.0,-0.249,-0.149,0.2854,0.312,35,18.35,-7.05,11.3,1130.0,-20.04,0.0,7.05,-222.7,-4880.0,-4880.0,loss,roll,0
2022-07-01,2022-08-12,SPX,42,3800.64,27.94,down,0,3625.0,3475.0,-0.29,-0.176,0.276,0.3004,35,0.65,-8.1,-7.45,-745.0,-21.11,5.0,8.1,-229.1,-640.0,-640.0,loss,roll,0
2022-07-08,2022-08-19,SPX,42,3874.9,25.76,up,1,3660.0,3515.0,-0.251,-0.151,0.2691,0.2923,35,-0.25,-6.65,-6.9,-690.0,-19.57,0.0,6.65,-237.45,-835.0,-835.0,loss,roll,0
2022-07-15,2022-08-26,SPX,42,3826.81,25.31,down,0,3660.0,3510.0,-0.29,-0.171,2.9955,0.2819,35,-0.0,-5.0,-5.0,-500.0,-20.57,5.0,5.0,-244.1,-665.0,-665.0,loss,roll,0
2022-07-22,2022-09-02,SPX,42,3991.17,23.25,up,1,3790.0,3640.0,-0.253,-0.15,0.2445,0.2739,35,1.0,-7.0,-6.0,-600.0,-17.16,0.0,7.0,-248.1,-400.0,-400.0,loss,roll,0
2022-07-29,2022-09-09,SPX,42,4102.69,21.72,up,1,3920.0,3780.0,-0.254,-0.151,0.2148,0.2438,35,-0.2,-6.4,-6.6,-660.0,-14.84,0.0,6.4,-255.3,-720.0,-720.0,loss,roll,0
2022-08-05,2022-09-16,SPX,42,4131.1,21.7,up,1,3935.0,3795.0,-0.249,-0.151,0.2244,0.2524,35,2.25,-8.0,-5.75,-575.0,-14.25,0.0,8.0,-259.45,-415.0,-415.0,loss,roll,0
2022-08-12,2022-09-23,SPX,42,4234.43,19.84,up,1,4050.0,3910.0,-0.252,-0.151,0.2073,0.2372,35,2.35,-7.45,-5.1,-510.0,-12.11,0.0,7.45,-265.1,-565.0,-565.0,loss,roll,0
2022-08-19,2022-09-30,SPX,42,4237.6,20.72,up,1,4045.0,3905.0,-0.25,-0.149,0.2154,0.2407,35,1.25,-5.45,-4.2,-420.0,-12.04,0.0,5.45,-271.3,-620.0,-620.0,loss,roll,0
2022-08-26,2022-10-07,SPX,42,4197.3,22.06,down,0,4040.0,3900.0,-0.286,-0.171,0.2132,0.2384,35,2.3,-7.3,-5.0,-500.0,-12.88,5.0,7.3,-274.45,-315.0,-315.0,loss,roll,0
2022-09-02,2022-10-14,SPX,42,3983.57,24.16,down,0,4040.0,3900.0,-0.546,-0.368,0.2604,1.7809,35,19.35,-29.5,-10.15,-1015.0,-17.31,0.0,29.5,-262.4,1205.0,1205.0,win,roll,1
2022-09-09,2022-10-21,SPX,42,4045.35,22.91,up,1,3850.0,3715.0,-0.25,-0.151,0.2298,0.2534,35,9.55,-6.55,3.0,300.0,-16.03,0.0,6.55,-282.35,-1995.0,-1995.0,loss,roll,0
2022-09-16,2022-10-28,SPX,42,3840.48,28.34,down,0,3850.0,3710.0,-0.48,-0.33,0.3968,0.2563,35,25.8,-31.7,-5.9,-590.0,-20.28,5.0,31.7,-263.1,1925.0,1925.0,win,roll,1
2022-09-23,2022-11-04,SPX,42,3691.77,29.13,down,0,3850.0,3710.0,-0.654,-0.486,0.2794,0.4109,35,49.95,-63.3,-13.35,-1335.0,-23.37,0.0,63.3,-244.85,1825.0,1825.0,win,roll,1
2022-09-30,2022-11-11,SPX,42,3643.29,31.01,down,0,3850.0,3710.0,-0.701,-0.542,0.2826,0.3317,35,68.15,-84.75,-16.6,-1660.0,-24.38,0.0,84.75,-240.0,485.0,485.0,win,roll,1
2022-10-07,2022-11-18,SPX,42,3667.11,31.61,up,1,3440.0,3280.0,-0.251,-0.15,0.3033,0.3361,35,65.8,-7.7,58.1,5810.0,-23.88,0.0,7.7,-258.95,-1895.0,-1895.0,loss,roll,0
2022-10-14,2022-11-25,SPX,42,3677.16,31.65,up,1,3460.0,3310.0,-0.253,-0.152,0.2915,0.3184,35,0.8,-6.55,-5.75,-575.0,-23.67,0.0,6.55,-265.85,-690.0,-690.0,loss,roll,0
2022-10-21,2022-12-02,SPX,42,3700.91,29.38,up,1,3490.0,3350.0,-0.251,-0.152,0.2769,0.301,35,-0.2,-6.75,-6.95,-695.0,-23.18,0.0,6.75,-272.6,-675.0,-675.0,loss,roll,0
2022-10-28,2022-12-09,SPX,42,3835.58,27.39,up,1,3630.0,3490.0,-0.249,-0.148,0.2557,0.2787,35,0.35,-4.4,-4.05,-405.0,-20.39,0.0,4.4,-279.0,-640.0,-640.0,loss,roll,0
2022-11-04,2022-12-16,SPX,42,3759.4,24.72,down,0,3630.0,3490.0,-0.315,-0.188,2.6158,0.2607,35,-3.9,-4.0,-7.9,-790.0,-21.97,0.0,4.0,-287.3,-830.0,-830.0,loss,roll,0
2022-11-11,2022-12-23,SPX,42,3959.27,23.43,up,1,3770.0,3630.0,-0.253,-0.149,0.2309,0.2569,35,-0.15,-4.75,-4.9,-490.0,-17.82,0.0,4.75,-291.45,-415.0,-415.0,loss,roll,0
2022-11-18,2022-12-30,SPX,42,3962.7,23.6,up,1,3780.0,3650.0,-0.249,-0.15,0.2174,0.2437,35,0.0,-5.8,-5.8,-580.0,-17.75,0.0,5.8,-296.2,-475.0,-475.0,loss,roll,0
2022-11-25,2023-01-06,SPX,42,4029.54,20.97,up,1,3860.0,3740.0,-0.249,-0.152,0.1965,0.2219,35,0.45,-6.4,-5.95,-595.0,-16.36,0.0,6.4,-301.55,-535.0,-535.0,loss,roll,0
2022-12-02,2023-01-13,SPX,42,4033.69,19.88,up,1,3860.0,3740.0,-0.248,-0.15,0.2002,0.2233,35,-0.25,-5.35,-5.6,-560.0,-16.27,0.0,5.35,-308.2,-665.0,-665.0,loss,roll,0
2022-12-09,2023-01-20,SPX,42,3957.58,22.86,down,0,3860.0,3740.0,-0.341,-0.221,0.1953,0.2287,35,8.4,-14.3,-5.9,-590.0,-17.85,0.0,14.3,-305.15,305.0,305.0,win,roll,1
2022-12-16,2023-01-27,SPX,42,3876.13,22.41,down,0,3860.0,3740.0,-0.434,-0.285,0.0806,0.1976,35,7.8,-15.8,-8.0,-800.0,-19.54,0.0,15.8,-311.65,-650.0,-650.0,loss,roll,0
2022-12-23,2023-02-03,SPX,42,3799.89,22.49,down,0,3860.0,3740.0,-0.541,-0.38,0.3013,1.6319,35,18.25,-30.65,-12.4,-1240.0,-21.13,0.0,30.65,-309.2,245.0,245.0,win,roll,1
2022-12-30,2023-02-10,SPX,42,3818.57,22.03,up,1,3650.0,3530.0,-0.253,-0.149,0.2119,0.2313,35,18.3,-2.05,16.25,1625.0,-20.74,0.0,2.05,-321.55,-1235.0,-1235.0,loss,roll,0
2023-01-06,2023-02-17,SPX,42,3821.08,21.85,up,1,3655.0,3540.0,-0.252,-0.15,0.2065,0.2261,35,-2.85,-3.25,-6.1,-610.0,-20.69,0.0,3.25,-326.45,-490.0,-490.0,loss,roll,0
2023-01-13,2023-02-24,SPX,42,3961.6,18.7,up,1,3810.0,3700.0,-0.247,-0.147,0.176,0.1979,35,0.1,-3.55,-3.45,-345.0,-17.77,0.0,3.55,-329.6,-315.0,-315.0,loss,roll,0
2023-01-20,2023-03-03,SPX,42,3910.21,20.23,down,0,3810.0,3700.0,-0.315,-0.197,0.1691,0.1989,35,3.5,-8.6,-5.1,-510.0,-18.84,0.0,8.6,-329.65,-5.0,-5.0,loss,roll,0
2023-01-27,2023-03-10,SPX,42,4061.85,18.38,up,1,3910.0,3800.0,-0.247,-0.15,0.1713,0.1957,35,2.05,-5.95,-3.9,-390.0,-15.69,0.0,5.95,-336.2,-655.0,-655.0,loss,roll,0
2023-02-03,2023-03-17,SPX,42,4149.73,18.46,up,1,3995.0,3865.0,-0.252,-0.15,0.1755,0.2097,35,4.15,-6.5,-2.35,-235.0,-13.86,0.0,6.5,-338.0,-180.0,-180.0,loss,roll,0
2023-02-10,2023-03-24,SPX,42,4073.56,21.31,down,0,3990.0,3860.0,-0.351,-0.225,0.1724,0.221,35,7.1,-14.8,-7.7,-770.0,-15.45,5.0,14.8,-337.4,60.0,60.0,win,roll,1
2023-02-17,2023-03-31,SPX,42,4054.66,21.02,down,0,3990.0,3860.0,-0.367,-0.232,0.1514,0.2079,35,8.1,-13.2,-5.1,-510.0,-15.84,0.0,13.2,-344.1,-670.0,-670.0,loss,roll,0
2023-02-24,2023-04-06,SPX,41,3951.24,22.76,down,0,3990.0,3860.0,-0.512,-0.338,0.3361,0.18,34,16.15,-21.75,-5.6,-560.0,-17.98,0.0,21.75,-341.15,295.0,295.0,win,roll,1
2023-03-03,2023-04-14,SPX,42,4009.72,19.21,up,1,3855.0,3740.0,-0.252,-0.148,0.1817,0.2034,35,-0.65,-3.3,-3.95,-395.0,-16.77,0.0,3.3,-363.55,-2240.0,-2240.0,loss,roll,0
2023-03-10,2023-04-21,SPX,42,3894.8,23.36,down,0,3855.0,3740.0,-0.403,-0.271,0.1356,0.2075,35,14.6,-19.9,-5.3,-530.0,-19.16,0.0,19.9,-352.25,1130.0,1130.0,win,roll,1
2023-03-17,2023-04-28,SPX,42,3942.35,24.02,up,1,3760.0,3620.0,-0.249,-0.15,0.2177,0.2533,35,15.5,-8.25,7.25,725.0,-18.17,0.0,8.25,-356.65,-440.0,-440.0,loss,roll,0
2023-03-24,2023-05-05,SPX,42,3931.04,24.09,down,0,3760.0,3620.0,-0.269,-0.166,0.2268,0.2629,35,4.65,-9.95,-5.3,-530.0,-18.4,0.0,9.95,-360.25,-360.0,-360.0,loss,roll,0
2023-03-31,2023-05-12,SPX,42,4070.21,18.88,up,1,3910.0,3790.0,-0.247,-0.151,0.1817,0.2109,35,-0.05,-6.6,-6.65,-665.0,-15.51,0.0,6.6,-370.25,-1000.0,-1000.0,loss,roll,0
2023-04-14,2023-05-26,SPX,42,4160.54,17.55,up,1,4020.0,3900.0,-0.252,-0.148,0.1577,0.1883,35,-0.3,-5.15,-5.45,-545.0,-13.64,0.0,5.15,-377.15,-690.0,-690.0,loss,roll,0
2023-04-21,2023-06-02,SPX,42,4121.67,17.35,down,0,4020.0,3900.0,-0.298,-0.18,0.1453,0.1844,35,4.6,-8.9,-4.3,-430.0,-14.45,0.0,8.9,-377.7,-55.0,-55.0,loss,roll,0
2023-04-28,2023-06-09,SPX,42,4136.61,16.54,up,1,4000.0,3880.0,-0.25,-0.148,0.1528,0.1862,35,2.6,-5.95,-3.35,-335.0,-14.14,0.0,5.95,-384.0,-630.0,-630.0,loss,roll,0
2023-05-05,2023-06-16,SPX,42,4111.5,17.97,down,0,4000.0,3880.0,-0.298,-0.188,0.1611,0.2008,35,6.15,-12.55,-6.4,-640.0,-14.66,0.0,12.55,-383.8,20.0,20.0,win,roll,1
2023-05-12,2023-06-23,SPX,42,4139.03,16.54,up,1,4000.0,3875.0,-0.251,-0.15,0.1564,0.1933,35,3.55,-7.35,-3.8,-380.0,-14.09,0.0,7.35,-392.8,-900.0,-900.0,loss,roll,0
2023-05-19,2023-06-30,SPX,42,4211.3,16.03,up,1,4085.0,3965.0,-0.25,-0.149,0.1378,0.1757,35,2.75,-7.45,-4.7,-470.0,-12.59,0.0,7.45,-397.4,-460.0,-460.0,loss,roll,0
2023-05-26,2023-07-07,SPX,42,4175.04,18.23,down,0,4080.0,3960.0,-0.306,-0.191,0.1401,0.1853,35,9.75,-13.05,-3.3,-330.0,-13.34,5.0,13.05,-395.1,230.0,230.0,win,roll,1
2023-06-02,2023-07-14,SPX,42,4246.63,15.13,up,1,4130.0,4020.0,-0.252,-0.151,0.1272,0.1612,35,2.6,-7.05,-4.45,-445.0,-11.85,0.0,7.05,-405.55,-1045.0,-1045.0,loss,roll,0
2023-06-09,2023-07-21,SPX,42,4312.0,13.56,up,1,4210.0,4110.0,-0.252,-0.151,0.1085,0.1403,35,2.55,-6.25,-3.7,-370.0,-10.5,0.0,6.25,-410.05,-450.0,-450.0,loss,roll,0
2023-06-16,2023-07-28,SPX,42,4429.61,14.39,up,1,4315.0,4210.0,-0.25,-0.149,0.1179,0.1476,35,2.9,-5.65,-2.75,-275.0,-8.05,0.0,5.65,-413.4,-335.0,-335.0,loss,roll,0
2023-06-23,2023-08-04,SPX,42,4349.71,13.44,down,0,4310.0,4210.0,-0.358,-0.218,2.0712,0.1268,35,2.35,-8.4,-6.05,-605.0,-9.71,5.0,8.4,-416.7,-330.0,-330.0,loss,roll,0
2023-06-30,2023-08-11,SPX,42,4438.96,13.47,up,1,4330.0,4230.0,-0.246,-0.148,0.1096,0.1393,35,3.1,-6.05,-2.95,-295.0,-7.86,0.0,6.05,-422.0,-530.0,-530.0,loss,roll,0
2023-07-07,2023-08-18,SPX,42,4415.42,14.98,down,0,4330.0,4230.0,-0.295,-0.183,0.1106,0.144,35,5.7,-9.3,-3.6,-360.0,-8.35,0.0,9.3,-422.35,-35.0,-35.0,loss,roll,0
2023-07-14,2023-08-25,SPX,42,4523.78,13.69,up,1,4420.0,4310.0,-0.254,-0.148,0.1062,0.1395,35,3.5,-5.35,-1.85,-185.0,-6.1,0.0,5.35,-428.15,-580.0,-580.0,loss,roll,0
2023-07-21,2023-09-01,SPX,42,4541.96,13.79,up,1,4430.0,4330.0,-0.25,-0.151,0.112,0.14,35,1.85,-6.25,-4.4,-440.0,-5.72,0.0,6.25,-431.65,-350.0,-350.0,loss,roll,0
2023-07-28,2023-09-08,SPX,42,4574.03,13.53,up,1,4470.0,4375.0,-0.253,-0.158,0.1045,0.1337,35,4.05,-7.6,-3.55,-355.0,-5.06,0.0,7.6,-433.85,-220.0,-220.0,loss,roll,0
2023-08-04,2023-09-15,SPX,42,4514.98,15.27,down,0,4470.0,4375.0,-0.358,-0.234,0.0845,0.1323,35,8.35,-13.9,-5.55,-555.0,-6.28,0.0,13.9,-433.1,75.0,75.0,win,roll,1
2023-08-11,2023-09-22,SPX,42,4451.3,16.15,down,0,4470.0,4375.0,-0.473,-0.325,0.5402,0.1174,35,16.2,-24.4,-8.2,-820.0,-7.6,0.0,24.4,-430.8,230.0,230.0,win,roll,1
2023-08-18,2023-09-29,SPX,42,4348.8,18.58,down,0,4470.0,4375.0,-0.654,-0.486,0.1888,0.4408,35,41.4,-50.2,-8.8,-880.0,-9.73,0.0,50.2,-413.8,1700.0,1700.0,win,roll,1
2023-08-25,2023-10-06,SPX,42,4396.18,16.64,up,1,4260.0,4140.0,-0.254,-0.151,0.1453,0.1766,35,27.05,-6.35,20.7,2070.0,-8.75,0.0,6.35,-436.95,-2315.0,-2315.0,loss,roll,0
