trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3
2022-10-14,2022-10-28,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),3677.16,3900.55,3675.0,3545.0,3805.0,3070.0,31.65,30.27,218.0,3070.0,1055.0,1555.0,2960.0,WIN,expiration,3610.0,-3260.0,10.0,100.0,-1120.0,-290.0,660.0
2022-10-21,2022-11-04,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),3700.91,3770.42,3700.0,3575.0,3825.0,2830.0,29.38,28.42,206.0,-2628.0,730.0,-2628.0,-2628.0,LOSS,expiration,1115.0,-7495.0,-10.0,480.0,45.0,450.0,1075.0
2022-11-04,2022-11-18,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),3759.4,3967.12,3760.0,3650.0,3870.0,2510.0,24.72,25.16,185.2,2510.0,675.0,1310.0,1890.0,WIN,expiration,2715.0,-1820.0,45.0,10.0,1310.0,1930.0,2255.0
2022-11-18,2022-12-02,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),3962.7,4071.55,3965.0,3875.0,4055.0,1850.0,23.6,19.54,151.7,1850.0,695.0,1015.0,1710.0,WIN,expiration,2420.0,-2950.0,-195.0,-610.0,-325.0,-710.0,-1140.0
2022-12-02,2022-12-16,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4033.69,3851.02,4035.0,3935.0,4135.0,2200.0,19.88,21.21,167.5,2200.0,585.0,1302.5,2027.5,WIN,expiration,2197.5,-3780.0,65.0,-215.0,-115.0,-195.0,-360.0
2022-12-09,2022-12-23,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),3957.58,3844.45,3960.0,3850.0,4070.0,2465.0,22.86,23.41,181.5,2465.0,665.0,1262.5,1912.5,WIN,expiration,2457.5,-5180.0,60.0,665.0,-1300.0,-75.0,840.0
2022-12-16,2022-12-30,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),3876.13,3839.85,3875.0,3785.0,3965.0,2165.0,22.41,19.34,146.8,-3320.0,-3320.0,-3320.0,-3320.0,LOSS,expiration,55.0,-3635.0,-70.0,-485.0,-1035.0,-1170.0,-1170.0
2022-12-23,2023-01-06,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),3799.89,3894.2,3800.0,3710.0,3890.0,2080.0,22.49,19.88,148.0,2080.0,925.0,1880.0,1880.0,WIN,expiration,2160.0,-6045.0,20.0,-165.0,-310.0,-550.0,-550.0
2022-12-30,2023-01-13,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),3818.57,3998.63,3820.0,3720.0,3920.0,2125.0,22.03,22.31,166.8,2125.0,965.0,1645.0,1645.0,WIN,expiration,2120.0,-3800.0,-90.0,-80.0,-350.0,35.0,-385.0
2023-01-06,2023-01-20,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),3821.08,3971.78,3820.0,3725.0,3915.0,2215.0,21.85,20.94,156.7,2215.0,560.0,1480.0,1670.0,WIN,expiration,2210.0,-3750.0,310.0,380.0,1300.0,1770.0,1770.0
2023-01-13,2023-01-27,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),3961.6,4070.02,3960.0,3885.0,4035.0,1770.0,18.7,16.19,125.6,1770.0,490.0,890.0,1355.0,WIN,expiration,1765.0,-4260.0,25.0,85.0,-565.0,-500.0,-635.0
2023-01-20,2023-02-03,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),3910.21,4136.52,3910.0,3820.0,4000.0,2120.0,20.23,20.05,153.5,2120.0,570.0,1120.0,1670.0,WIN,expiration,2130.0,-4800.0,60.0,700.0,880.0,760.0,590.0
2023-01-27,2023-02-10,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4061.85,4090.49,4060.0,3970.0,4150.0,1280.0,18.38,18.62,148.1,-4671.0,-4671.0,-4671.0,-4671.0,LOSS,expiration,60.0,-7905.0,-860.0,-855.0,-375.0,-1360.0,-1725.0
2023-02-03,2023-02-17,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4149.73,4078.98,4150.0,4070.0,4230.0,1825.0,18.46,16.64,135.2,927.0,967.5,967.5,1487.5,WIN,expiration,1487.5,-3820.0,90.0,-55.0,-20.0,-285.0,-1310.0
2023-02-10,2023-02-24,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4073.56,3970.42,4075.0,3980.0,4170.0,2025.0,21.31,19.92,158.9,2025.0,1572.5,1572.5,1572.5,WIN,expiration,2022.5,-4680.0,-70.0,-130.0,-1060.0,-1657.5,-1657.5
2023-02-17,2023-03-03,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4054.66,4045.32,4055.0,3970.0,4140.0,1910.0,21.02,17.44,138.5,-5622.0,667.5,1205.0,-5622.0,LOSS,expiration,1205.0,-6465.0,-75.0,-325.0,-890.0,-1287.5,-645.0
2023-02-24,2023-03-10,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),3951.24,3861.68,3950.0,3850.0,4050.0,2410.0,22.76,21.07,163.0,1242.0,640.0,1232.5,1242.0,WIN,expiration,1232.5,-5495.0,-15.0,-240.0,-630.0,550.0,55.0
2023-03-03,2023-03-17,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4009.72,3916.47,4010.0,3925.0,4095.0,1470.0,19.21,18.53,145.5,1470.0,410.0,750.0,1470.0,WIN,expiration,1470.0,-3500.0,-385.0,-390.0,-530.0,-117.5,-855.0
2023-03-10,2023-03-24,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),3894.8,3971.35,3895.0,3785.0,4005.0,2345.0,23.36,23.87,182.1,-1020.0,-1020.0,-1020.0,-1020.0,LOSS,expiration,240.0,-4585.0,130.0,-175.0,-20.0,-155.0,115.0
2023-03-17,2023-03-31,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),3942.35,4108.9,3940.0,3835.0,4045.0,2400.0,24.02,22.53,173.9,2400.0,1305.0,1305.0,2025.0,WIN,expiration,3000.0,-5240.0,-75.0,305.0,-560.0,-600.0,-1710.0
2023-03-24,2023-04-06,SPX,13,0.60,Inverse Butterfly 1-2-1 (calls),3931.04,4104.8,3930.0,3830.0,4030.0,2215.0,24.09,22.85,169.5,2215.0,750.0,1260.0,1715.0,WIN,expiration,2220.0,-1820.0,-55.0,185.0,750.0,1715.0,1830.0
2023-03-31,2023-04-14,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4070.21,4137.47,4070.0,3990.0,4150.0,1975.0,18.88,17.1,136.3,722.0,650.0,1490.0,1490.0,WIN,expiration,1490.0,-3110.0,60.0,310.0,-200.0,-725.0,-635.0
2023-04-14,2023-04-28,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4160.54,4169.77,4160.0,4090.0,4230.0,1860.0,17.55,13.98,113.9,-4163.0,510.0,1137.5,-4163.0,LOSS,expiration,1177.5,-5845.0,-15.0,-285.0,-690.0,-1115.0,-930.0
2023-04-21,2023-05-05,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4121.67,4135.77,4120.0,4040.0,4200.0,1875.0,17.35,16.21,130.8,-4548.0,-4548.0,-4548.0,-4548.0,LOSS,expiration,55.0,-5125.0,-5.0,-285.0,-400.0,-20.0,-730.0
2023-04-28,2023-05-12,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4136.61,4123.85,4135.0,4060.0,4210.0,1810.0,16.54,15.27,123.7,-4575.0,-4575.0,-4575.0,-4575.0,LOSS,expiration,270.0,-5895.0,95.0,-115.0,-412.5,-1075.0,-1545.0
2023-05-05,2023-05-19,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4111.5,4191.97,4110.0,4030.0,4190.0,2030.0,17.97,16.07,129.4,2030.0,1260.0,1260.0,1650.0,WIN,expiration,2050.0,-2560.0,80.0,-225.0,-735.0,-1452.5,-1720.0
2023-05-12,2023-05-26,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4139.03,4205.01,4140.0,4080.0,4200.0,1370.0,16.54,12.12,98.2,1370.0,385.0,830.0,1170.0,WIN,expiration,1350.0,-2775.0,-140.0,-365.0,340.0,220.0,-75.0
2023-05-19,2023-06-02,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4211.3,4281.67,4210.0,4145.0,4275.0,1650.0,16.03,12.99,107.1,1650.0,775.0,1130.0,1395.0,WIN,expiration,1750.0,-2625.0,-60.0,-290.0,-210.0,-650.0,-650.0
2023-05-26,2023-06-09,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4175.04,4299.44,4175.0,4100.0,4250.0,1955.0,18.23,15.58,127.4,1955.0,505.0,995.0,1520.0,WIN,expiration,1960.0,-2370.0,250.0,345.0,0.0,1310.0,1070.0
2023-06-02,2023-06-16,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4246.63,4409.77,4245.0,4180.0,4310.0,1680.0,15.13,12.67,105.4,1680.0,465.0,1150.0,1265.0,WIN,expiration,1825.0,-2600.0,180.0,-20.0,125.0,345.0,1150.0
2023-06-16,2023-06-30,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4429.61,4449.81,4430.0,4370.0,4490.0,1400.0,14.39,11.89,103.2,-2619.0,377.5,800.0,-2619.0,LOSS,expiration,800.0,-4625.0,-85.0,-225.0,192.5,60.0,570.0
2023-07-07,2023-07-21,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4415.42,4536.68,4415.0,4355.0,4475.0,1485.0,14.98,11.41,98.6,1485.0,525.0,845.0,1135.0,WIN,expiration,2485.0,-2690.0,-80.0,-195.0,1090.0,945.0,1235.0
2023-07-14,2023-07-28,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4523.78,4581.73,4525.0,4460.0,4590.0,1455.0,13.69,11.87,105.2,628.0,775.0,775.0,628.0,WIN,expiration,855.0,-3590.0,-330.0,-565.0,-520.0,-620.0,-485.0
2023-07-28,2023-08-11,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4574.03,4464.31,4575.0,4520.0,4630.0,1290.0,13.53,10.34,92.6,1290.0,512.5,682.5,1015.0,WIN,expiration,1295.0,-2030.0,35.0,-90.0,-135.0,87.5,512.5
2023-08-04,2023-08-18,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4514.98,4370.6,4515.0,4455.0,4575.0,1420.0,15.27,11.23,99.3,1420.0,402.5,1042.5,1097.5,WIN,expiration,1430.0,-1135.0,70.0,-100.0,-250.0,-380.0,-417.5
2023-08-11,2023-08-25,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4451.3,4405.32,4450.0,4375.0,4525.0,1735.0,16.15,14.81,129.1,-1297.0,1040.0,1040.0,-1297.0,LOSS,expiration,1040.0,-2645.0,75.0,-160.0,-195.0,-807.5,-1025.0
2023-08-18,2023-09-01,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4348.8,4514.95,4350.0,4265.0,4435.0,1915.0,18.58,16.36,139.3,1915.0,560.0,1315.0,1445.0,WIN,expiration,1945.0,-2190.0,-10.0,40.0,-590.0,100.0,235.0
2023-08-25,2023-09-08,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4396.18,4457.99,4395.0,4325.0,4465.0,1590.0,16.64,14.0,120.6,889.0,590.0,815.0,1205.0,WIN,expiration,1335.0,-2530.0,-160.0,35.0,1000.0,955.0,955.0
2023-09-01,2023-09-15,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4527.51,4450.35,4530.0,4475.0,4585.0,1290.0,13.27,10.07,89.3,1290.0,915.0,915.0,970.0,WIN,expiration,1285.0,-3260.0,-115.0,-160.0,135.0,-155.0,-337.5
2023-09-08,2023-09-22,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4460.79,4319.25,4460.0,4395.0,4525.0,1595.0,14.03,12.18,106.4,1595.0,1105.0,1105.0,1212.5,WIN,expiration,1605.0,-2130.0,5.0,-45.0,70.0,-870.0,-940.0
2023-09-15,2023-09-29,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4481.34,4289.13,4480.0,4425.0,4535.0,1270.0,13.15,10.79,94.7,1270.0,560.0,660.0,955.0,WIN,expiration,1270.0,-2100.0,-15.0,-125.0,822.5,1115.0,1192.5
2023-09-22,2023-10-06,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4340.84,4307.89,4340.0,4265.0,4415.0,1745.0,16.79,15.0,127.5,-2544.0,437.5,1445.0,1445.0,LOSS,expiration,1445.0,-4025.0,-20.0,-245.0,-560.0,-695.0,-700.0
2023-09-29,2023-10-13,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4329.62,4328.34,4330.0,4260.0,4400.0,1540.0,15.9,13.72,116.4,-5294.0,-5294.0,-5294.0,-5294.0,LOSS,expiration,145.0,-7035.0,-105.0,-95.0,-205.0,-660.0,-660.0
2023-10-06,2023-10-20,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4232.28,4223.58,4230.0,4140.0,4320.0,2065.0,19.23,17.88,148.2,-6293.0,560.0,1035.0,-6293.0,LOSS,expiration,1475.0,-6945.0,20.0,850.0,705.0,965.0,690.0
2023-10-13,2023-10-27,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4371.99,4118.3,4370.0,4295.0,4445.0,1745.0,16.94,14.37,123.0,1745.0,480.0,947.5,1412.5,WIN,expiration,1745.0,-2560.0,-65.0,-275.0,-92.5,947.5,592.5
2023-10-20,2023-11-03,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4263.29,4358.11,4265.0,4175.0,4355.0,1870.0,20.74,18.37,153.4,1870.0,517.5,995.0,1445.0,WIN,expiration,1935.0,-3300.0,-70.0,-550.0,-160.0,-447.5,-292.5
2023-10-27,2023-11-10,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4143.54,4415.89,4145.0,4060.0,4230.0,2005.0,20.09,17.77,144.2,2005.0,1155.0,1155.0,1575.0,WIN,expiration,2060.0,-3200.0,140.0,135.0,1525.0,1905.0,1970.0
2023-11-03,2023-11-17,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4358.24,4513.91,4360.0,4295.0,4425.0,1590.0,15.18,12.5,106.7,1590.0,1290.0,1290.0,1290.0,WIN,expiration,1595.0,-3710.0,20.0,-180.0,-405.0,-150.0,1290.0
2023-11-10,2023-11-24,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4367.13,4558.9,4365.0,4300.0,4430.0,1585.0,14.85,13.08,111.9,1585.0,525.0,1120.0,1295.0,WIN,expiration,1800.0,-2570.0,-85.0,1120.0,1420.0,1525.0,1560.0
2023-11-17,2023-12-01,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4508.14,4593.72,4510.0,4460.0,4560.0,1155.0,13.93,9.55,84.3,1155.0,635.0,635.0,1230.0,WIN,expiration,1230.0,-1480.0,-25.0,35.0,95.0,-110.0,-540.0
2023-11-24,2023-12-08,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4558.61,4603.49,4560.0,4510.0,4610.0,1145.0,13.07,9.35,83.4,494.0,627.5,627.5,494.0,WIN,expiration,627.5,-2280.0,-35.0,-215.0,-180.0,-260.0,-407.5
2023-12-01,2023-12-15,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4563.52,4715.03,4565.0,4505.0,4625.0,1345.0,12.82,11.6,103.7,1345.0,405.0,700.0,1235.0,WIN,expiration,1340.0,-6460.0,-90.0,-235.0,-185.0,-200.0,-140.0
2023-12-08,2023-12-22,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4584.37,4755.16,4585.0,4525.0,4645.0,1475.0,12.78,10.89,97.8,1475.0,445.0,1035.0,1150.0,WIN,expiration,1940.0,-2740.0,85.0,-50.0,1030.0,1360.0,1495.0
2023-12-15,2023-12-29,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4711.31,4772.17,4710.0,4660.0,4760.0,1115.0,12.28,9.32,86.0,1115.0,280.0,590.0,850.0,WIN,expiration,1175.0,-1880.0,-40.0,130.0,155.0,200.0,200.0
2023-12-29,2024-01-12,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4785.93,4783.14,4785.0,4725.0,4845.0,1490.0,12.65,10.31,96.6,-4324.0,430.0,-4324.0,-4324.0,LOSS,expiration,550.0,-4885.0,-15.0,-30.0,337.5,10.0,-412.5
2024-01-05,2024-01-19,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4699.58,4838.96,4700.0,4640.0,4760.0,1330.0,13.56,10.65,98.0,1330.0,415.0,925.0,1090.0,WIN,expiration,1925.0,-3690.0,-35.0,80.0,485.0,80.0,80.0
2024-01-12,2024-01-26,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4787.74,4890.07,4790.0,4735.0,4845.0,1370.0,12.66,9.84,92.3,1370.0,410.0,760.0,1100.0,WIN,expiration,1495.0,-1670.0,-35.0,-10.0,-285.0,410.0,500.0
2024-01-19,2024-02-02,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4794.54,4958.04,4795.0,4725.0,4865.0,1595.0,13.76,12.0,112.7,1595.0,635.0,1030.0,1310.0,WIN,expiration,1790.0,-3300.0,-170.0,195.0,605.0,600.0,1310.0
2024-01-26,2024-02-09,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4892.54,5025.89,4895.0,4830.0,4960.0,1600.0,13.56,11.24,107.7,1600.0,465.0,920.0,1245.0,WIN,expiration,1645.0,-1870.0,30.0,135.0,-70.0,-25.0,-215.0
2024-02-02,2024-02-16,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),4920.8,5005.15,4920.0,4850.0,4990.0,1785.0,13.95,12.1,116.6,1785.0,500.0,1015.0,1435.0,WIN,expiration,1995.0,-2150.0,30.0,-150.0,410.0,1050.0,-580.0
2024-02-16,2024-03-01,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5006.97,5137.04,5005.0,4935.0,5075.0,1725.0,14.54,12.0,117.7,1725.0,755.0,1065.0,1475.0,WIN,expiration,1720.0,-4140.0,-15.0,-200.0,755.0,545.0,85.0
2024-02-23,2024-03-08,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5107.19,5124.37,5105.0,5035.0,5175.0,1700.0,14.19,11.92,119.3,-3363.0,1020.0,1020.0,-3363.0,LOSS,expiration,1020.0,-4615.0,-100.0,-280.0,-690.0,-580.0,-1120.0
2024-03-01,2024-03-15,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5099.71,5117.42,5100.0,5040.0,5160.0,1350.0,13.28,10.36,103.4,-2908.0,425.0,680.0,-2908.0,LOSS,expiration,680.0,-4295.0,20.0,-75.0,130.0,-130.0,-110.0
2024-03-15,2024-03-28,SPX,13,0.60,Inverse Butterfly 1-2-1 (calls),5118.91,5255.6,5120.0,5045.0,5195.0,1885.0,14.91,12.94,125.1,1885.0,805.0,975.0,1510.0,WIN,expiration,2200.0,-2730.0,50.0,210.0,1350.0,1200.0,1200.0
2024-03-22,2024-04-05,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5238.06,5204.8,5240.0,5180.0,5300.0,1410.0,12.91,9.8,100.5,-1070.0,397.5,-1070.0,-1070.0,LOSS,expiration,420.0,-2715.0,-50.0,-285.0,-450.0,-570.0,-415.0
2024-04-05,2024-04-19,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5178.55,4967.2,5180.0,5100.0,5260.0,1825.0,16.15,13.48,136.8,1825.0,550.0,1055.0,1462.5,WIN,expiration,1820.0,-2080.0,75.0,-50.0,-450.0,-995.0,252.5
2024-04-12,2024-04-26,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5169.55,5098.69,5170.0,5080.0,5260.0,2020.0,16.8,14.92,151.0,151.0,605.0,1110.0,1517.5,WIN,expiration,1772.5,-2710.0,-45.0,-175.0,640.0,1320.0,470.0
2024-04-19,2024-05-03,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5011.44,5127.77,5010.0,4910.0,5110.0,2225.0,18.34,17.17,168.6,2225.0,1560.0,1560.0,1800.0,WIN,expiration,2355.0,-4130.0,-195.0,-350.0,30.0,270.0,160.0
2024-04-26,2024-05-10,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5094.17,5222.04,5095.0,5015.0,5175.0,1905.0,15.27,13.39,133.6,1905.0,565.0,1020.0,1440.0,WIN,expiration,2095.0,-3550.0,150.0,-30.0,-360.0,-140.0,760.0
2024-05-03,2024-05-17,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5131.33,5303.89,5130.0,5050.0,5210.0,1920.0,13.82,13.21,132.7,1920.0,750.0,1590.0,1590.0,WIN,expiration,2010.0,-2760.0,-165.0,105.0,435.0,550.0,475.0
2024-05-10,2024-05-24,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5237.51,5304.7,5240.0,5170.0,5310.0,1660.0,12.89,11.13,114.2,1130.0,555.0,860.0,1130.0,WIN,expiration,1050.0,-3385.0,-15.0,-25.0,5.0,500.0,180.0
2024-05-17,2024-05-31,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5298.56,5280.01,5300.0,5245.0,5355.0,1275.0,12.36,8.83,91.6,-2226.0,472.5,1105.0,1105.0,LOSS,expiration,1247.5,-5250.0,20.0,-60.0,-500.0,-740.0,-740.0
2024-05-31,2024-06-14,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5239.0,5432.35,5240.0,5165.0,5315.0,1665.0,13.69,12.4,127.2,1665.0,460.0,850.0,1605.0,WIN,expiration,1755.0,-7560.0,-65.0,275.0,595.0,360.0,240.0
2024-06-07,2024-06-21,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5347.82,5467.65,5350.0,5280.0,5420.0,1495.0,12.58,11.0,115.2,1495.0,420.0,870.0,1180.0,WIN,expiration,1590.0,-2500.0,-40.0,-105.0,490.0,370.0,1315.0
2024-06-14,2024-06-28,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5421.03,5459.16,5420.0,5355.0,5485.0,1400.0,12.52,10.09,107.2,-1184.0,435.0,910.0,1130.0,LOSS,expiration,1130.0,-3545.0,-250.0,240.0,70.0,-125.0,-675.0
2024-06-21,2024-07-05,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5459.93,5566.69,5460.0,5390.0,5530.0,1590.0,13.61,10.69,114.3,1590.0,795.0,795.0,1340.0,WIN,expiration,1730.0,-3640.0,-45.0,-10.0,-450.0,-1230.0,-1707.5
2024-06-28,2024-07-12,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5501.89,5615.93,5500.0,5430.0,5570.0,1720.0,12.3,10.89,117.4,1720.0,470.0,960.0,1310.0,WIN,expiration,1780.0,-3110.0,60.0,-150.0,220.0,470.0,630.0
2024-07-05,2024-07-19,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5545.13,5505.73,5545.0,5485.0,5605.0,1480.0,12.17,9.32,101.2,-593.0,430.0,820.0,1160.0,LOSS,expiration,1160.0,-2255.0,5.0,285.0,110.0,810.0,880.0
2024-07-12,2024-07-26,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5608.55,5459.51,5610.0,5550.0,5670.0,1460.0,12.33,9.14,100.4,1460.0,465.0,985.0,1137.5,WIN,expiration,1452.5,-3240.0,145.0,150.0,25.0,-17.5,-385.0
2024-07-19,2024-08-02,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5546.86,5345.52,5545.0,5455.0,5635.0,2210.0,15.96,13.51,146.8,2210.0,835.0,2022.5,2022.5,WIN,expiration,2202.5,-2560.0,-90.0,20.0,485.0,-390.0,-350.0
2024-07-26,2024-08-09,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5447.39,5343.97,5445.0,5340.0,5550.0,2735.0,17.38,16.09,171.7,2338.0,815.0,1640.0,2117.5,WIN,expiration,2282.5,-3500.0,255.0,400.0,875.0,1640.0,1305.0
2024-08-02,2024-08-16,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5355.7,5554.22,5355.0,5225.0,5485.0,3265.0,21.55,20.66,216.7,3265.0,2200.0,2200.0,2700.0,WIN,expiration,3410.0,-7230.0,195.0,-400.0,-880.0,-1775.0,-1300.0
2024-08-09,2024-08-23,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5306.78,5633.31,5305.0,5170.0,5440.0,3140.0,24.06,21.48,223.2,3140.0,895.0,2105.0,2380.0,WIN,expiration,3570.0,-1890.0,225.0,475.0,2400.0,2775.0,3075.0
2024-08-16,2024-08-30,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5535.25,5646.96,5535.0,5450.0,5620.0,1995.0,15.38,13.15,142.6,1995.0,595.0,1035.0,2115.0,WIN,expiration,2115.0,-3490.0,-70.0,595.0,145.0,685.0,30.0
2024-08-23,2024-09-06,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5608.63,5409.16,5610.0,5525.0,5695.0,2050.0,16.86,13.21,145.0,2050.0,692.5,1482.5,1987.5,WIN,expiration,2052.5,-4120.0,95.0,-185.0,-630.0,-675.0,-675.0
2024-08-30,2024-09-13,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5627.85,5625.53,5630.0,5555.0,5705.0,1795.0,15.1,11.26,124.1,-5258.0,470.0,1050.0,1482.5,LOSS,expiration,1607.5,-7055.0,-10.0,45.0,167.5,947.5,750.0
2024-09-06,2024-09-20,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5486.27,5702.51,5485.0,5375.0,5595.0,2620.0,20.17,17.33,186.2,2620.0,760.0,1500.0,2710.0,WIN,expiration,2710.0,-4350.0,5.0,-140.0,690.0,1120.0,1500.0
2024-09-13,2024-09-27,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5616.5,5737.26,5615.0,5520.0,5710.0,2315.0,16.83,14.33,157.6,2315.0,710.0,1165.0,2085.0,WIN,expiration,2670.0,-3600.0,180.0,270.0,600.0,615.0,1080.0
2024-09-20,2024-10-04,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5692.9,5749.63,5695.0,5610.0,5780.0,1985.0,16.32,12.89,143.7,-1052.0,-1052.0,-1052.0,-1052.0,LOSS,expiration,175.0,-3820.0,-205.0,-275.0,-5.0,-90.0,-125.0
2024-10-04,2024-10-18,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5720.73,5864.52,5720.0,5620.0,5820.0,2455.0,19.69,14.76,165.4,2455.0,760.0,1245.0,2000.0,WIN,expiration,2495.0,-2360.0,-80.0,-180.0,195.0,1245.0,1720.0
2024-10-11,2024-10-25,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5793.98,5808.0,5795.0,5720.0,5870.0,2030.0,20.6,11.3,128.2,-4170.0,810.0,-4170.0,-4170.0,LOSS,expiration,840.0,-6785.0,440.0,800.0,285.0,440.0,-135.0
2024-10-18,2024-11-01,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5851.48,5728.43,5850.0,5765.0,5935.0,2080.0,18.85,12.14,139.1,2080.0,777.5,1150.0,1615.0,WIN,expiration,2080.0,-2040.0,-30.0,-210.0,-575.0,-550.0,-1020.0
2024-10-25,2024-11-08,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5851.3,5996.62,5850.0,5730.0,5970.0,2425.0,18.36,17.35,198.8,2425.0,840.0,2030.0,2030.0,WIN,expiration,2535.0,-4970.0,-360.0,-640.0,-545.0,-865.0,-1220.0
