trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit3,pnl_tp25_exit3,pnl_tp50_exit3,pnl_tp75_exit3
2021-03-29,2021-04-01,SPX,3,0.50,Inverse Butterfly 1-2-1 (calls),3956.73,4019.79,3955.0,3920.0,3990.0,785.0,20.82,19.05,68.3,785.0,196.25,392.5,588.75,WIN,expiration,765.0,-1550.0,-15.0,196.25,-15.0,-15.0
2021-04-05,2021-04-09,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4060.17,4127.76,4060.0,4030.0,4090.0,685.0,17.85,13.87,59.0,685.0,171.25,342.5,513.75,WIN,expiration,685.0,-1480.0,105.0,105.0,105.0,105.0
2021-04-12,2021-04-16,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4121.64,4184.71,4120.0,4090.0,4150.0,690.0,17.64,13.47,58.1,690.0,172.5,345.0,517.5,WIN,expiration,810.0,-1040.0,25.0,25.0,25.0,25.0
2021-04-19,2021-04-23,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4178.93,4179.49,4180.0,4155.0,4205.0,505.0,17.07,12.05,52.7,-1944.0,126.25,-1944.0,-1944.0,LOSS,expiration,175.0,-2415.0,-0.0,126.25,-0.0,-0.0
2021-04-26,2021-04-30,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4190.03,4181.81,4190.0,4160.0,4220.0,605.0,17.84,14.07,61.7,-1576.0,-1576.0,-1576.0,-1576.0,LOSS,expiration,0.0,-2065.0,-120.0,-120.0,-120.0,-120.0
2021-05-03,2021-05-07,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4205.97,4231.53,4205.0,4175.0,4235.0,615.0,18.21,13.34,58.7,268.0,153.75,307.5,268.0,WIN,expiration,307.5,-2420.0,107.5,153.75,107.5,107.5
2021-05-10,2021-05-14,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4232.6,4172.9,4235.0,4210.0,4260.0,500.0,16.69,11.86,52.6,500.0,125.0,250.0,375.0,WIN,expiration,505.0,-130.0,230.0,125.0,250.0,230.0
2021-05-17,2021-05-21,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4158.35,4156.18,4160.0,4120.0,4200.0,815.0,20.66,17.72,77.1,-2803.0,203.75,-2803.0,-2803.0,LOSS,expiration,240.0,-3115.0,-125.0,-125.0,-125.0,-125.0
2021-05-24,2021-05-28,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4188.2,4204.6,4190.0,4160.0,4220.0,680.0,19.32,13.39,58.7,-860.0,-860.0,-860.0,-860.0,LOSS,expiration,125.0,-1705.0,20.0,20.0,20.0,20.0
2021-06-07,2021-06-11,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4226.31,4247.4,4225.0,4200.0,4250.0,490.0,16.84,11.53,51.0,230.0,122.5,230.0,230.0,WIN,expiration,207.5,-1090.0,-25.0,-25.0,-25.0,-25.0
2021-06-14,2021-06-18,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4241.87,4165.59,4240.0,4215.0,4265.0,515.0,16.35,12.36,54.9,515.0,128.75,257.5,386.25,WIN,expiration,512.5,-1680.0,60.0,60.0,60.0,60.0
2021-06-21,2021-06-25,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4194.41,4280.68,4195.0,4160.0,4230.0,655.0,19.3,15.83,69.5,655.0,163.75,327.5,491.25,WIN,expiration,660.0,-1510.0,55.0,163.75,327.5,55.0
2021-06-28,2021-07-02,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4282.68,4352.38,4285.0,4265.0,4305.0,430.0,15.74,9.02,40.5,430.0,107.5,215.0,322.5,WIN,expiration,440.0,-1290.0,35.0,35.0,35.0,35.0
2021-07-12,2021-07-16,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4373.11,4326.81,4375.0,4350.0,4400.0,545.0,16.54,11.55,52.9,545.0,136.25,272.5,408.75,WIN,expiration,540.0,-790.0,-0.0,136.25,-0.0,-0.0
2021-07-19,2021-07-23,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4255.19,4411.1,4255.0,4205.0,4305.0,930.0,22.78,22.2,98.9,930.0,232.5,465.0,697.5,WIN,expiration,980.0,-1120.0,140.0,232.5,140.0,140.0
2021-07-26,2021-07-30,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4412.9,4395.97,4415.0,4385.0,4445.0,680.0,18.4,12.27,56.7,-417.0,-417.0,-417.0,-417.0,LOSS,expiration,55.0,-1035.0,-30.0,-30.0,-30.0,-30.0
2021-08-02,2021-08-06,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4413.39,4436.2,4415.0,4390.0,4440.0,465.0,18.45,11.74,54.2,85.0,85.0,85.0,85.0,WIN,expiration,60.0,-1945.0,-25.0,-25.0,-25.0,-25.0
2021-08-09,2021-08-13,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4428.9,4467.97,4430.0,4405.0,4455.0,555.0,17.22,9.75,45.2,555.0,138.75,277.5,416.25,WIN,expiration,580.0,-740.0,-65.0,-65.0,-65.0,-65.0
2021-08-16,2021-08-20,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4442.39,4400.27,4440.0,4415.0,4465.0,550.0,17.55,11.06,51.5,550.0,137.5,275.0,550.0,WIN,expiration,345.0,-2155.0,10.0,137.5,275.0,10.0
2021-08-23,2021-08-27,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4470.97,4508.71,4470.0,4445.0,4495.0,510.0,17.54,11.07,51.8,510.0,127.5,255.0,382.5,WIN,expiration,635.0,-760.0,0.0,0.0,0.0,0.0
2021-08-30,2021-09-03,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4520.98,4535.22,4520.0,4495.0,4545.0,595.0,16.48,9.98,47.2,-383.0,-383.0,-383.0,-383.0,LOSS,expiration,105.0,-825.0,-20.0,-20.0,-20.0,-20.0
2021-09-13,2021-09-17,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4476.38,4433.19,4475.0,4440.0,4510.0,650.0,19.69,15.78,74.0,650.0,162.5,325.0,650.0,WIN,expiration,650.0,-1355.0,-155.0,-155.0,-155.0,-155.0
2021-09-20,2021-09-24,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4374.94,4455.58,4375.0,4320.0,4430.0,1010.0,24.9,23.98,109.8,1010.0,252.5,505.0,757.5,WIN,expiration,1000.0,-4320.0,-85.0,-85.0,-85.0,-85.0
2021-09-27,2021-10-01,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4446.21,4355.01,4445.0,4410.0,4480.0,850.0,18.71,14.46,67.3,850.0,212.5,425.0,637.5,WIN,expiration,847.5,-450.0,-25.0,212.5,-25.0,-25.0
2021-10-04,2021-10-08,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4345.13,4390.96,4345.0,4295.0,4395.0,875.0,22.1,21.86,99.4,471.0,218.75,437.5,656.25,WIN,expiration,670.0,-1900.0,-240.0,-240.0,-240.0,-240.0
2021-10-11,2021-10-15,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4407.09,4471.01,4405.0,4365.0,4445.0,810.0,18.73,16.7,77.0,810.0,202.5,405.0,607.5,WIN,expiration,1340.0,-1290.0,-132.5,-132.5,-132.5,-132.5
2021-10-18,2021-10-22,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4466.39,4545.08,4465.0,4435.0,4495.0,620.0,17.2,13.3,62.2,620.0,155.0,310.0,465.0,WIN,expiration,775.0,-1410.0,195.0,155.0,310.0,195.0
2021-10-25,2021-10-29,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4549.77,4604.75,4550.0,4525.0,4575.0,505.0,15.8,10.68,50.8,505.0,126.25,252.5,378.75,WIN,expiration,775.0,-1330.0,330.0,126.25,252.5,330.0
2021-11-01,2021-11-05,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4606.07,4696.4,4605.0,4570.0,4640.0,685.0,17.27,14.18,68.4,685.0,171.25,342.5,513.75,WIN,expiration,680.0,-3100.0,20.0,20.0,20.0,20.0
2021-11-08,2021-11-12,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4707.34,4682.96,4705.0,4675.0,4735.0,695.0,16.96,12.28,60.5,-101.0,173.75,347.5,521.25,LOSS,expiration,592.5,-675.0,-105.0,-105.0,-105.0,-105.0
2021-11-15,2021-11-19,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4696.18,4697.95,4695.0,4665.0,4725.0,650.0,16.89,12.2,60.0,-2055.0,-2055.0,-2055.0,-2055.0,LOSS,expiration,15.0,-2650.0,-135.0,-135.0,-135.0,-135.0
2021-11-22,2021-11-26,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4734.65,4596.63,4735.0,4710.0,4760.0,545.0,17.6,9.25,45.8,545.0,136.25,272.5,408.75,WIN,expiration,540.0,-230.0,80.0,136.25,272.5,80.0
2021-11-29,2021-12-03,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4641.74,4577.1,4640.0,4590.0,4690.0,975.0,24.12,20.67,100.4,975.0,243.75,487.5,731.25,WIN,expiration,980.0,-1210.0,-50.0,-50.0,-50.0,-50.0
2021-12-06,2021-12-10,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4568.18,4711.65,4570.0,4505.0,4635.0,1155.0,28.86,27.14,129.8,1155.0,288.75,577.5,866.25,WIN,expiration,1550.0,-1670.0,570.0,288.75,577.5,866.25
2021-12-13,2021-12-17,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4692.08,4620.26,4690.0,4645.0,4735.0,915.0,20.42,17.99,88.3,915.0,228.75,915.0,915.0,WIN,expiration,915.0,-1550.0,-130.0,-130.0,-130.0,-130.0
2021-12-20,2021-12-23,SPX,3,0.50,Inverse Butterfly 1-2-1 (calls),4560.88,4725.29,4560.0,4505.0,4615.0,980.0,25.41,26.08,107.8,980.0,245.0,490.0,735.0,WIN,expiration,1040.0,-2770.0,-80.0,-80.0,-80.0,-80.0
2021-12-27,2021-12-31,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4750.27,4766.1,4750.0,4715.0,4785.0,765.0,18.84,13.31,66.2,-1125.0,191.25,382.5,-1125.0,LOSS,expiration,465.0,-2325.0,365.0,191.25,365.0,365.0
2022-01-03,2022-01-07,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4767.42,4676.51,4765.0,4730.0,4800.0,645.0,18.11,13.77,68.7,645.0,161.25,322.5,483.75,WIN,expiration,642.5,-810.0,225.0,161.25,225.0,225.0
2022-01-10,2022-01-14,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4609.14,4661.92,4610.0,4555.0,4665.0,990.0,22.23,21.92,105.8,682.0,247.5,495.0,742.5,WIN,expiration,845.0,-2290.0,50.0,247.5,495.0,742.5
2022-01-24,2022-01-28,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4304.2,4431.8,4305.0,4205.0,4405.0,1775.0,35.56,43.88,197.7,1775.0,443.75,887.5,1331.25,WIN,expiration,1985.0,-4030.0,-165.0,-165.0,-165.0,-165.0
2022-01-31,2022-02-04,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4447.78,4499.81,4450.0,4380.0,4520.0,1315.0,27.57,29.35,136.6,-704.0,328.75,657.5,-704.0,LOSS,expiration,895.0,-2945.0,265.0,328.75,265.0,265.0
2022-02-07,2022-02-11,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4511.01,4416.86,4510.0,4455.0,4565.0,1065.0,23.07,23.06,108.9,1065.0,266.25,532.5,798.75,WIN,expiration,1060.0,-1780.0,-235.0,-235.0,-235.0,-235.0
2022-02-14,2022-02-18,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4411.18,4348.67,4410.0,4340.0,4480.0,1215.0,29.42,31.26,144.4,348.0,348.0,348.0,348.0,WIN,expiration,295.0,-2690.0,-115.0,-115.0,-115.0,-115.0
2022-02-28,2022-03-04,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4348.89,4363.49,4350.0,4275.0,4425.0,1420.0,30.52,32.96,150.1,-4731.0,-4731.0,-4731.0,-4731.0,LOSS,expiration,100.0,-4545.0,-195.0,-195.0,-195.0,-195.0
2022-03-07,2022-03-11,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4285.31,4203.91,4285.0,4205.0,4365.0,1420.0,33.79,35.9,161.0,1420.0,355.0,710.0,1065.0,WIN,expiration,1382.5,-3850.0,-240.0,-240.0,-240.0,-240.0
2022-03-14,2022-03-18,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4216.25,4462.85,4215.0,4140.0,4290.0,1320.0,31.09,34.71,153.2,1320.0,330.0,660.0,990.0,WIN,expiration,1575.0,-4260.0,-150.0,-150.0,-150.0,-150.0
2022-03-21,2022-03-25,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4456.34,4543.05,4455.0,4400.0,4510.0,1105.0,24.46,23.63,110.2,1105.0,276.25,552.5,828.75,WIN,expiration,1015.0,-1470.0,155.0,155.0,155.0,155.0
2022-03-28,2022-04-01,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4552.22,4544.79,4550.0,4505.0,4595.0,780.0,21.38,19.61,93.4,-3199.0,195.0,-3199.0,-3199.0,LOSS,expiration,360.0,-4215.0,170.0,195.0,170.0,170.0
2022-04-04,2022-04-08,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4561.49,4489.24,4560.0,4520.0,4600.0,800.0,19.64,16.29,77.8,800.0,200.0,400.0,600.0,WIN,expiration,795.0,-1750.0,75.0,75.0,75.0,75.0
2022-04-11,2022-04-14,SPX,3,0.50,Inverse Butterfly 1-2-1 (calls),4455.37,4392.44,4455.0,4410.0,4500.0,840.0,22.88,21.78,88.0,840.0,210.0,420.0,630.0,WIN,expiration,832.5,-1630.0,-5.0,-5.0,-5.0,-5.0
2022-04-18,2022-04-22,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4390.76,4272.28,4390.0,4340.0,4440.0,850.0,23.68,22.3,102.5,850.0,212.5,425.0,637.5,WIN,expiration,850.0,-1890.0,60.0,60.0,60.0,60.0
2022-04-25,2022-04-29,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4214.72,4132.17,4215.0,4140.0,4290.0,1415.0,30.31,33.03,145.7,1415.0,353.75,707.5,1061.25,WIN,expiration,1392.5,-3315.0,20.0,20.0,20.0,20.0
2022-05-02,2022-05-06,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4138.51,4146.87,4140.0,4055.0,4225.0,1505.0,34.6,39.8,172.4,-6308.0,376.25,752.5,-6308.0,LOSS,expiration,790.0,-8195.0,-110.0,-110.0,-110.0,-110.0
2022-05-09,2022-05-13,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4059.05,4023.56,4060.0,3980.0,4140.0,1445.0,33.14,38.49,163.5,-2911.0,361.25,722.5,1083.75,LOSS,expiration,1137.5,-3645.0,-140.0,-140.0,-140.0,-140.0
2022-05-16,2022-05-20,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3993.98,3901.55,3995.0,3920.0,4070.0,1290.0,29.24,35.82,149.8,1290.0,322.5,645.0,967.5,WIN,expiration,1287.5,-1650.0,5.0,5.0,5.0,5.0
2022-05-23,2022-05-27,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3927.32,4158.34,3925.0,3850.0,4000.0,1420.0,29.94,35.71,146.8,1420.0,355.0,710.0,1065.0,WIN,expiration,1440.0,-3080.0,-10.0,-10.0,-10.0,-10.0
2022-06-06,2022-06-10,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4153.85,3900.16,4155.0,4100.0,4210.0,1045.0,24.99,25.82,112.3,1045.0,261.25,522.5,783.75,WIN,expiration,1157.5,-1000.0,-70.0,-70.0,-70.0,-70.0
2022-06-13,2022-06-17,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3797.9,3673.63,3800.0,3715.0,3885.0,1525.0,32.7,42.95,170.7,1525.0,381.25,762.5,1143.75,WIN,expiration,1522.5,-2580.0,-230.0,-230.0,-230.0,-230.0
2022-06-27,2022-07-01,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3895.43,3825.03,3895.0,3835.0,3955.0,1085.0,28.3,30.5,124.4,1085.0,271.25,542.5,813.75,WIN,expiration,1080.0,-2440.0,-85.0,-85.0,-85.0,-85.0
2022-07-11,2022-07-15,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3858.55,3861.56,3860.0,3805.0,3915.0,970.0,26.43,27.98,113.0,-4374.0,242.5,485.0,-4374.0,LOSS,expiration,610.0,-5165.0,-125.0,-125.0,-125.0,-125.0
2022-07-18,2022-07-22,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3895.79,3962.24,3895.0,3845.0,3945.0,935.0,24.75,24.72,100.8,935.0,233.75,467.5,701.25,WIN,expiration,1045.0,-1610.0,-190.0,-190.0,-190.0,-190.0
2022-07-25,2022-07-29,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3966.83,4130.48,3965.0,3905.0,4025.0,1165.0,23.62,28.08,116.6,1165.0,291.25,582.5,873.75,WIN,expiration,1175.0,-4600.0,-115.0,-115.0,-115.0,-115.0
2022-08-01,2022-08-05,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4123.31,4144.66,4125.0,4080.0,4170.0,865.0,22.58,21.01,90.7,-1669.0,-1669.0,-1669.0,-1669.0,LOSS,expiration,50.0,-3285.0,-15.0,-15.0,-15.0,-15.0
2022-08-08,2022-08-12,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4182.22,4279.35,4180.0,4130.0,4230.0,990.0,21.32,22.73,99.5,990.0,247.5,495.0,742.5,WIN,expiration,1070.0,-1370.0,30.0,30.0,30.0,30.0
2022-08-15,2022-08-19,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4278.61,4228.37,4280.0,4240.0,4320.0,755.0,20.57,17.57,78.7,755.0,188.75,377.5,566.25,WIN,expiration,755.0,-1150.0,-60.0,-60.0,-60.0,-60.0
2022-08-22,2022-08-26,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4168.55,4058.29,4170.0,4120.0,4220.0,950.0,23.08,22.71,99.1,950.0,237.5,475.0,712.5,WIN,expiration,947.5,-1770.0,-85.0,-85.0,-85.0,-85.0
2022-08-29,2022-09-02,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4034.39,3925.29,4035.0,3975.0,4095.0,1135.0,26.62,27.39,115.7,1135.0,283.75,567.5,851.25,WIN,expiration,1135.0,-2415.0,-220.0,-220.0,-220.0,-220.0
2022-09-12,2022-09-16,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4112.16,3872.56,4110.0,4055.0,4165.0,1085.0,23.23,26.05,112.2,1085.0,271.25,542.5,813.75,WIN,expiration,1085.0,-720.0,302.5,271.25,542.5,813.75
2022-09-19,2022-09-23,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3864.26,3695.23,3865.0,3795.0,3935.0,1240.0,26.98,33.69,136.3,1240.0,310.0,620.0,930.0,WIN,expiration,1295.0,-2140.0,5.0,5.0,5.0,5.0
2022-09-26,2022-09-30,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3699.8,3589.7,3700.0,3630.0,3770.0,1270.0,30.8,35.98,139.4,1270.0,317.5,635.0,1270.0,WIN,expiration,1270.0,-1775.0,-145.0,-145.0,-145.0,-145.0
2022-10-03,2022-10-07,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3618.36,3640.38,3620.0,3555.0,3685.0,1145.0,31.32,33.39,126.5,-3317.0,286.25,572.5,858.75,LOSS,expiration,985.0,-5805.0,495.0,286.25,572.5,495.0
2022-10-10,2022-10-14,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3626.81,3585.73,3625.0,3555.0,3695.0,1205.0,32.77,37.33,141.7,-1868.0,-1868.0,-1868.0,-1868.0,LOSS,expiration,0.0,-3500.0,-80.0,-80.0,-80.0,-80.0
2022-10-17,2022-10-21,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3668.62,3752.75,3670.0,3605.0,3735.0,1220.0,31.49,33.61,129.1,1220.0,305.0,610.0,915.0,WIN,expiration,1250.0,-2540.0,145.0,145.0,145.0,145.0
2022-10-24,2022-10-28,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3786.65,3900.55,3785.0,3720.0,3850.0,1220.0,30.34,33.21,131.6,1220.0,305.0,610.0,915.0,WIN,expiration,1470.0,-2410.0,-115.0,-115.0,-115.0,-115.0
2022-10-31,2022-11-04,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3865.36,3770.42,3865.0,3795.0,3935.0,1265.0,26.77,35.2,142.4,1265.0,316.25,632.5,948.75,WIN,expiration,1270.0,-1830.0,-50.0,-50.0,-50.0,-50.0
2022-11-07,2022-11-11,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3768.57,3992.21,3770.0,3700.0,3840.0,1240.0,25.37,35.67,140.7,1240.0,310.0,620.0,930.0,WIN,expiration,1580.0,-3000.0,-155.0,-155.0,-155.0,-155.0
2022-11-14,2022-11-18,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3977.74,3967.12,3980.0,3930.0,4030.0,955.0,23.27,23.96,99.8,-2757.0,-2757.0,-2757.0,-2757.0,LOSS,expiration,50.0,-3315.0,35.0,35.0,35.0,35.0
2022-11-21,2022-11-25,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3956.46,4026.98,3955.0,3920.0,3990.0,610.0,23.16,17.53,72.6,610.0,152.5,305.0,457.5,WIN,expiration,605.0,-1770.0,-245.0,152.5,-245.0,-245.0
2022-11-28,2022-12-02,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4002.86,4071.55,4005.0,3960.0,4050.0,820.0,22.04,22.02,92.3,820.0,205.0,410.0,615.0,WIN,expiration,820.0,-1510.0,15.0,15.0,15.0,15.0
2022-12-05,2022-12-09,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4034.46,3934.36,4035.0,3995.0,4075.0,800.0,20.31,18.51,78.2,800.0,200.0,400.0,600.0,WIN,expiration,790.0,-1460.0,110.0,200.0,400.0,110.0
2022-12-12,2022-12-16,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3946.7,3851.02,3945.0,3870.0,4020.0,1245.0,24.41,36.41,150.4,1245.0,311.25,622.5,933.75,WIN,expiration,1235.0,-2770.0,510.0,311.25,510.0,510.0
2022-12-19,2022-12-23,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3840.6,3844.45,3840.0,3795.0,3885.0,895.0,22.47,21.62,86.9,-3160.0,-3160.0,-3160.0,-3160.0,LOSS,expiration,212.5,-4085.0,-145.0,-145.0,-145.0,-145.0
2023-01-09,2023-01-13,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3930.12,3998.63,3930.0,3870.0,3990.0,1090.0,21.62,28.94,119.1,1090.0,272.5,545.0,817.5,WIN,expiration,850.0,-2915.0,0.0,0.0,0.0,0.0
2023-01-23,2023-01-27,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),3992.16,4070.02,3990.0,3950.0,4030.0,835.0,19.86,18.52,77.4,835.0,208.75,417.5,626.25,WIN,expiration,835.0,-2030.0,20.0,208.75,20.0,20.0
2023-02-06,2023-02-10,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4114.59,4090.49,4115.0,4070.0,4160.0,885.0,19.32,20.12,86.7,-1164.0,-1164.0,-1164.0,-1164.0,LOSS,expiration,70.0,-810.0,-65.0,-65.0,-65.0,-65.0
2023-02-13,2023-02-17,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4113.21,4078.98,4115.0,4055.0,4175.0,1120.0,21.09,26.97,116.1,-1278.0,280.0,-1278.0,-1278.0,LOSS,expiration,335.0,-1880.0,-420.0,-420.0,-420.0,-420.0
2023-02-27,2023-03-03,SPX,4,0.50,Inverse Butterfly 1-2-1 (calls),4009.16,4045.32,4010.0,3970.0,4050.0,755.0,20.83,18.5,77.6,287.0,188.75,287.0,287.0,WIN,expiration,287.5,-1860.0,-80.0,-80.0,-80.0,-80.0
