trade_date,exp_date,underlying,dte_entry,total_credit,pnl_usd,vix_entry,spot_exit,result,exit_method,in_range,call_lower,call_center,call_upper,call_debit,put_lower,put_center,put_upper,put_debit,pnl_tp50,pnl_tp100,pnl_tp200
2022-10-31,2022-11-01,SPX,1,380.0,-380.0,25.88,3856.1,LOSS,expiration,False,3950.0,4000.0,4050.0,1.5,3725.0,3775.0,3825.0,2.3,-65.0,-65.0,-380.0
2022-11-01,2022-11-02,SPX,1,525.0,6.01,25.81,3759.69,WIN,expiration,True,3950.0,4000.0,4050.0,2.7,3665.0,3715.0,3765.0,2.55,-130.0,10.0,6.01
2022-11-02,2022-11-03,SPX,1,480.0,-480.0,25.86,3719.89,LOSS,expiration,False,3850.0,3900.0,3950.0,2.3,3610.0,3660.0,3710.0,2.5,570.0,430.0,430.0
2022-11-03,2022-11-04,SPX,1,495.0,-495.0,25.3,3770.55,LOSS,expiration,False,3820.0,3870.0,3920.0,2.4,3550.0,3600.0,3650.0,2.55,-495.0,-495.0,-495.0
2022-11-04,2022-11-07,SPX,3,390.0,-390.0,24.55,3806.8,LOSS,expiration,False,3835.0,3875.0,3915.0,1.85,3620.0,3660.0,3700.0,2.05,-390.0,-390.0,-390.0
2022-11-07,2022-11-08,SPX,1,405.0,-405.0,24.35,3828.11,LOSS,expiration,False,3865.0,3905.0,3945.0,2.0,3675.0,3715.0,3755.0,2.05,-90.0,140.0,210.0
2022-11-08,2022-11-09,SPX,1,535.0,1107.99,25.54,3748.57,WIN,expiration,True,3910.0,3960.0,4010.0,2.8,3665.0,3715.0,3765.0,2.55,40.0,40.0,350.0
2022-11-09,2022-11-10,SPX,1,495.0,867.99,26.09,3956.37,WIN,expiration,True,3870.0,3920.0,3970.0,2.5,3525.0,3575.0,3625.0,2.45,880.0,880.0,880.0
2022-11-10,2022-11-11,SPX,1,375.0,-375.0,23.53,3992.93,LOSS,expiration,False,4020.0,4060.0,4100.0,1.7,3795.0,3835.0,3875.0,2.05,-375.0,-375.0,-375.0
2022-11-14,2022-11-15,SPX,1,570.0,-570.0,23.73,3991.73,LOSS,expiration,False,4020.0,4060.0,4100.0,3.55,3840.0,3880.0,3920.0,2.15,465.0,465.0,540.0
2022-11-15,2022-11-16,SPX,1,910.0,-910.0,24.54,3958.79,LOSS,expiration,False,4020.0,4060.0,4100.0,7.25,3840.0,3880.0,3920.0,1.85,-910.0,-910.0,-910.0
2022-11-16,2022-11-17,SPX,1,385.0,-385.0,24.11,3946.56,LOSS,expiration,False,4020.0,4060.0,4100.0,1.95,3820.0,3860.0,3900.0,1.9,290.0,290.0,290.0
2022-11-17,2022-11-18,SPX,1,425.0,-425.0,23.93,3965.34,LOSS,expiration,False,3990.0,4030.0,4070.0,2.25,3790.0,3830.0,3870.0,2.0,135.0,135.0,-425.0
2022-11-18,2022-11-21,SPX,3,400.0,-400.0,23.12,3949.94,LOSS,expiration,False,4030.0,4070.0,4110.0,1.8,3830.0,3870.0,3910.0,2.2,-400.0,-400.0,-400.0
2022-11-21,2022-11-22,SPX,1,390.0,468.01,22.36,4003.58,WIN,expiration,True,3995.0,4035.0,4075.0,1.85,3825.0,3865.0,3905.0,2.05,-75.0,-15.0,285.0
2022-11-22,2022-11-23,SPX,1,415.0,-415.0,21.29,4027.26,LOSS,expiration,False,4045.0,4085.0,4125.0,2.1,3875.0,3915.0,3955.0,2.05,-80.0,-415.0,-415.0
2022-11-23,2022-11-25,SPX,2,405.0,-405.0,20.35,4026.12,LOSS,expiration,False,4060.0,4100.0,4140.0,1.9,3915.0,3955.0,3995.0,2.15,-405.0,-405.0,-405.0
2022-11-28,2022-11-29,SPX,1,395.0,-395.0,22.21,3957.63,LOSS,expiration,False,4000.0,4040.0,4080.0,2.1,3840.0,3880.0,3920.0,1.85,-80.0,-395.0,-395.0
2022-11-29,2022-11-30,SPX,1,405.0,2083.99,21.89,4080.11,WIN,expiration,True,4025.0,4065.0,4105.0,2.05,3800.0,3840.0,3880.0,2.0,-30.0,10.0,1000.0
2022-11-30,2022-12-01,SPX,1,380.0,-380.0,20.58,4076.57,LOSS,expiration,False,4120.0,4160.0,4200.0,1.85,3925.0,3965.0,4005.0,1.95,-120.0,-380.0,-380.0
2022-12-01,2022-12-02,SPX,1,415.0,-415.0,19.84,4071.7,LOSS,expiration,False,4150.0,4190.0,4230.0,2.25,3935.0,3975.0,4015.0,1.9,115.0,115.0,180.0
2022-12-02,2022-12-05,SPX,3,410.0,2205.99,19.06,3998.84,WIN,expiration,True,4110.0,4150.0,4190.0,1.95,3945.0,3985.0,4025.0,2.15,-10.0,120.0,265.0
2022-12-05,2022-12-06,SPX,1,420.0,454.0,20.75,3941.26,WIN,expiration,True,4035.0,4075.0,4115.0,1.95,3870.0,3910.0,3950.0,2.25,-45.0,50.0,310.0
2022-12-06,2022-12-07,SPX,1,405.0,-405.0,22.17,3933.92,LOSS,expiration,False,3985.0,4025.0,4065.0,2.05,3810.0,3850.0,3890.0,2.0,-405.0,-405.0,-405.0
2022-12-07,2022-12-08,SPX,1,385.0,-385.0,22.68,3963.51,LOSS,expiration,False,3980.0,4020.0,4060.0,1.9,3795.0,3835.0,3875.0,1.95,20.0,20.0,230.0
2022-12-08,2022-12-09,SPX,1,400.0,-400.0,22.29,3934.38,LOSS,expiration,False,4015.0,4055.0,4095.0,2.1,3815.0,3855.0,3895.0,1.9,-400.0,-400.0,-400.0
2022-12-09,2022-12-12,SPX,3,410.0,-353.99,22.83,3990.56,LOSS,expiration,False,3990.0,4030.0,4070.0,2.1,3810.0,3850.0,3890.0,2.0,-353.99,-353.99,-353.99
2022-12-12,2022-12-13,SPX,1,405.0,-405.0,25.0,4019.65,LOSS,expiration,False,4120.0,4160.0,4200.0,2.0,3750.0,3790.0,3830.0,2.05,20.0,20.0,-405.0
2022-12-13,2022-12-14,SPX,1,400.0,-400.0,22.55,3995.32,LOSS,expiration,False,4140.0,4180.0,4220.0,2.1,3820.0,3860.0,3900.0,1.9,-400.0,-400.0,-400.0
2022-12-14,2022-12-15,SPX,1,425.0,2500.0,21.14,3895.75,WIN,expiration,True,4075.0,4115.0,4155.0,2.15,3845.0,3885.0,3925.0,2.1,230.0,230.0,230.0
2022-12-15,2022-12-16,SPX,1,405.0,-405.0,22.83,3852.36,LOSS,expiration,False,3960.0,4000.0,4040.0,2.15,3735.0,3775.0,3815.0,1.9,-105.0,15.0,-405.0
2022-12-16,2022-12-19,SPX,3,415.0,-415.0,22.62,3817.66,LOSS,expiration,False,3925.0,3965.0,4005.0,1.85,3720.0,3760.0,3800.0,2.3,10.0,90.0,-415.0
2022-12-19,2022-12-20,SPX,1,420.0,-420.0,22.42,3821.62,LOSS,expiration,False,3855.0,3895.0,3935.0,2.25,3675.0,3715.0,3755.0,1.95,-420.0,-420.0,-420.0
2022-12-20,2022-12-21,SPX,1,395.0,-395.0,21.48,3878.44,LOSS,expiration,False,3880.0,3920.0,3960.0,1.95,3695.0,3735.0,3775.0,2.0,-45.0,45.0,335.0
2022-12-21,2022-12-22,SPX,1,400.0,361.01,20.07,3822.39,WIN,expiration,True,3920.0,3960.0,4000.0,2.2,3750.0,3790.0,3830.0,1.8,400.0,400.0,400.0
2022-12-22,2022-12-23,SPX,1,410.0,-410.0,21.97,3844.82,LOSS,expiration,False,3865.0,3905.0,3945.0,2.1,3670.0,3710.0,3750.0,2.0,-55.0,-410.0,-410.0
2022-12-23,2022-12-27,SPX,4,440.0,-440.0,20.87,3829.25,LOSS,expiration,False,3890.0,3930.0,3970.0,2.2,3705.0,3745.0,3785.0,2.2,-440.0,-440.0,-440.0
2022-12-27,2022-12-28,SPX,1,395.0,-217.0,21.65,3783.22,LOSS,expiration,False,3880.0,3920.0,3960.0,2.05,3705.0,3745.0,3785.0,1.9,-90.0,120.0,180.0
2022-12-28,2022-12-29,SPX,1,435.0,1493.0,22.14,3849.28,WIN,expiration,True,3830.0,3870.0,3910.0,2.25,3650.0,3690.0,3730.0,2.1,110.0,110.0,290.0
2022-12-29,2022-12-30,SPX,1,370.0,-370.0,21.44,3839.5,LOSS,expiration,False,3900.0,3940.0,3980.0,1.75,3725.0,3765.0,3805.0,1.95,-5.0,50.0,425.0
2022-12-30,2023-01-03,SPX,4,385.0,-385.0,21.67,3824.14,LOSS,expiration,False,3885.0,3925.0,3965.0,2.05,3680.0,3720.0,3760.0,1.8,60.0,60.0,-385.0
2023-01-03,2023-01-04,SPX,1,400.0,-400.0,22.9,3852.97,LOSS,expiration,False,3885.0,3925.0,3965.0,2.0,3675.0,3715.0,3755.0,2.0,-35.0,25.0,205.0
2023-01-04,2023-01-05,SPX,1,410.0,-410.0,22.01,3808.1,LOSS,expiration,False,3880.0,3920.0,3960.0,2.15,3695.0,3735.0,3775.0,1.95,50.0,-410.0,-410.0
2023-01-05,2023-01-06,SPX,1,410.0,98.01,22.46,3895.08,WIN,expiration,True,3890.0,3930.0,3970.0,2.0,3645.0,3685.0,3725.0,2.1,-95.0,-5.0,215.0
2023-01-06,2023-01-09,SPX,3,405.0,-405.0,21.13,3892.09,LOSS,expiration,False,3950.0,3990.0,4030.0,2.05,3770.0,3810.0,3850.0,2.0,-90.0,60.0,230.0
2023-01-09,2023-01-10,SPX,1,360.0,-360.0,21.97,3919.25,LOSS,expiration,False,3955.0,3995.0,4035.0,1.9,3760.0,3800.0,3840.0,1.7,-360.0,-360.0,-360.0
2023-01-10,2023-01-11,SPX,1,445.0,1516.01,20.58,3969.61,WIN,expiration,True,3950.0,3990.0,4030.0,2.25,3785.0,3825.0,3865.0,2.2,90.0,90.0,310.0
2023-01-11,2023-01-12,SPX,1,760.0,-760.0,21.09,3983.17,LOSS,expiration,False,4020.0,4060.0,4100.0,5.7,3750.0,3790.0,3830.0,1.9,-760.0,-760.0,-760.0
2023-01-12,2023-01-13,SPX,1,380.0,-380.0,18.83,3999.09,LOSS,expiration,False,4030.0,4070.0,4110.0,1.95,3850.0,3890.0,3930.0,1.85,60.0,60.0,-380.0
2023-01-13,2023-01-17,SPX,4,240.0,-240.0,18.35,3990.97,LOSS,expiration,False,4070.0,4110.0,4150.0,0.45,3875.0,3915.0,3955.0,1.95,-240.0,-240.0,-240.0
2023-01-17,2023-01-18,SPX,1,375.0,738.99,19.36,3928.86,WIN,expiration,True,4040.0,4080.0,4120.0,1.6,3860.0,3900.0,3940.0,2.15,-40.0,160.0,270.0
2023-01-18,2023-01-19,SPX,1,410.0,-410.0,20.34,3898.85,LOSS,expiration,False,3975.0,4015.0,4055.0,2.15,3805.0,3845.0,3885.0,1.95,-55.0,-15.0,180.0
2023-01-19,2023-01-20,SPX,1,380.0,1381.01,20.52,3972.61,WIN,expiration,True,3955.0,3995.0,4035.0,1.9,3780.0,3820.0,3860.0,1.9,-45.0,15.0,395.0
2023-01-20,2023-01-23,SPX,3,410.0,571.01,19.85,4019.81,WIN,expiration,True,4010.0,4050.0,4090.0,1.95,3840.0,3880.0,3920.0,2.15,-95.0,45.0,325.0
2023-01-23,2023-01-24,SPX,1,380.0,-380.0,19.81,4016.95,LOSS,expiration,False,4060.0,4100.0,4140.0,2.0,3885.0,3925.0,3965.0,1.8,-75.0,-380.0,-380.0
2023-01-24,2023-01-25,SPX,1,480.0,-480.0,19.2,4016.22,LOSS,expiration,False,4050.0,4090.0,4130.0,2.75,3880.0,3920.0,3960.0,2.05,795.0,215.0,215.0
2023-01-25,2023-01-26,SPX,1,435.0,-392.01,19.08,4060.43,LOSS,expiration,False,4060.0,4100.0,4140.0,2.2,3880.0,3920.0,3960.0,2.15,180.0,180.0,305.0
2023-01-26,2023-01-27,SPX,1,400.0,-400.0,18.73,4070.56,LOSS,expiration,False,4100.0,4140.0,4180.0,2.05,3920.0,3960.0,4000.0,1.95,-400.0,-400.0,-400.0
2023-01-27,2023-01-30,SPX,3,750.0,1473.0,18.51,4017.77,WIN,expiration,True,4105.0,4140.0,4175.0,5.65,3970.0,4005.0,4040.0,1.85,-30.0,-30.0,-30.0
2023-01-30,2023-01-31,SPX,1,435.0,-274.99,19.94,4076.6,LOSS,expiration,False,4075.0,4115.0,4155.0,2.1,3895.0,3935.0,3975.0,2.25,-274.99,-274.99,-274.99
2023-01-31,2023-02-01,SPX,1,505.0,-505.0,19.4,4119.21,LOSS,expiration,False,4130.0,4170.0,4210.0,3.05,3895.0,3935.0,3975.0,2.0,10.0,450.0,450.0
2023-02-01,2023-02-02,SPX,1,890.0,1585.98,17.87,4179.76,WIN,expiration,True,4155.0,4190.0,4225.0,7.0,4020.0,4055.0,4090.0,1.9,450.0,590.0,1545.0
2023-02-02,2023-02-03,SPX,1,420.0,-420.0,18.73,4136.48,LOSS,expiration,False,4250.0,4290.0,4330.0,2.1,4000.0,4040.0,4080.0,2.1,-420.0,-420.0,-420.0
2023-02-03,2023-02-06,SPX,3,450.0,-450.0,18.33,4111.08,LOSS,expiration,False,4180.0,4220.0,4260.0,2.6,3995.0,4035.0,4075.0,1.9,-155.0,-450.0,-450.0
2023-02-06,2023-02-07,SPX,1,400.0,-400.0,19.43,4164.0,LOSS,expiration,False,4175.0,4215.0,4255.0,2.05,3960.0,4000.0,4040.0,1.95,-5.0,125.0,-400.0
2023-02-07,2023-02-08,SPX,1,375.0,-375.0,18.66,4117.86,LOSS,expiration,False,4210.0,4250.0,4290.0,1.85,4030.0,4070.0,4110.0,1.9,-80.0,110.0,220.0
2023-02-08,2023-02-09,SPX,1,380.0,-380.0,19.63,4081.5,LOSS,expiration,False,4175.0,4215.0,4255.0,1.9,3990.0,4030.0,4070.0,1.9,440.0,80.0,-380.0
2023-02-09,2023-02-10,SPX,1,380.0,-380.0,20.71,4090.46,LOSS,expiration,False,4135.0,4175.0,4215.0,1.9,3945.0,3985.0,4025.0,1.9,-380.0,-380.0,-380.0
2023-02-10,2023-02-13,SPX,3,395.0,-395.0,20.53,4137.29,LOSS,expiration,False,4145.0,4185.0,4225.0,1.95,3950.0,3990.0,4030.0,2.0,-100.0,-395.0,-395.0
2023-02-13,2023-02-14,SPX,1,390.0,-390.0,20.34,4136.13,LOSS,expiration,False,4240.0,4280.0,4320.0,1.75,3950.0,3990.0,4030.0,2.15,-390.0,-390.0,-390.0
2023-02-14,2023-02-15,SPX,1,425.0,-425.0,18.91,4147.6,LOSS,expiration,False,4190.0,4230.0,4270.0,2.1,4015.0,4055.0,4095.0,2.15,15.0,15.0,-425.0
2023-02-15,2023-02-16,SPX,1,420.0,39.01,18.23,4090.41,WIN,expiration,True,4185.0,4225.0,4265.0,2.0,4015.0,4055.0,4095.0,2.2,375.0,420.0,420.0
2023-02-16,2023-02-17,SPX,1,380.0,-380.0,20.17,4079.09,LOSS,expiration,False,4160.0,4200.0,4240.0,1.85,3960.0,4000.0,4040.0,1.95,-70.0,75.0,240.0
2023-02-17,2023-02-21,SPX,4,370.0,1395.99,20.02,3997.34,WIN,expiration,True,4130.0,4170.0,4210.0,1.9,3935.0,3975.0,4015.0,1.8,-70.0,60.0,315.0
2023-02-21,2023-02-22,SPX,1,400.0,-400.0,22.87,3991.05,LOSS,expiration,False,4065.0,4105.0,4145.0,1.95,3865.0,3905.0,3945.0,2.05,-400.0,-400.0,-400.0
