trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit5,pnl_exit3
2021-10-01,2021-10-08,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4309.7,4390.96,4310.0,4250.0,4370.0,1245.0,22.91,20.24,120.8,1245.0,405.0,650.0,975.0,WIN,expiration,1295.0,-4220.0,135.0,650.0
2021-10-08,2021-10-15,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4398.49,4471.01,4400.0,4355.0,4445.0,890.0,18.92,14.78,90.0,890.0,695.0,695.0,695.0,WIN,expiration,1085.0,-1280.0,-60.0,-302.5
2021-10-15,2021-10-22,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4465.65,4545.08,4465.0,4430.0,4500.0,775.0,15.9,10.78,66.7,775.0,195.0,405.0,605.0,WIN,expiration,910.0,-1610.0,-65.0,195.0
2021-10-22,2021-10-29,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4552.15,4604.75,4550.0,4520.0,4580.0,665.0,15.06,9.74,61.4,665.0,340.0,340.0,510.0,WIN,expiration,1160.0,-1260.0,-55.0,340.0
2021-10-29,2021-11-05,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4585.1,4696.4,4585.0,4545.0,4625.0,840.0,17.06,12.87,81.7,840.0,250.0,480.0,770.0,WIN,expiration,870.0,-2130.0,110.0,175.0
2021-11-05,2021-11-12,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4713.96,4682.96,4715.0,4685.0,4745.0,630.0,15.07,9.39,61.3,630.0,232.5,347.5,492.5,WIN,expiration,625.0,-500.0,-90.0,-150.0
2021-11-12,2021-11-19,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4653.64,4697.95,4655.0,4620.0,4690.0,690.0,17.08,11.06,71.3,690.0,300.0,355.0,585.0,WIN,expiration,830.0,-980.0,155.0,135.0
2021-11-19,2021-11-26,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4710.65,4596.63,4710.0,4680.0,4740.0,605.0,17.87,9.91,64.7,605.0,572.5,572.5,572.5,WIN,expiration,605.0,-1250.0,5.0,-200.0
2021-11-26,2021-12-03,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4624.37,4577.1,4625.0,4555.0,4695.0,1290.0,25.77,21.3,136.4,-920.0,605.0,965.0,1157.5,LOSS,expiration,1285.0,-6290.0,-370.0,-1035.0
2021-12-03,2021-12-10,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4577.1,4711.65,4575.0,4485.0,4665.0,2030.0,28.99,28.15,178.4,2030.0,805.0,1030.0,2050.0,WIN,expiration,2050.0,-5200.0,-330.0,805.0
2021-12-10,2021-12-17,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4687.31,4620.26,4685.0,4635.0,4735.0,980.0,20.18,15.31,99.4,980.0,977.5,977.5,977.5,WIN,expiration,977.5,-1710.0,-95.0,-275.0
2021-12-17,2021-12-23,SPX,6,0.50,Inverse Butterfly 1-2-1 (calls),4624.26,4725.29,4625.0,4565.0,4685.0,1165.0,22.2,19.4,115.0,1165.0,500.0,1040.0,1040.0,WIN,expiration,1165.0,-1250.0,-80.0,-250.0
2021-12-31,2022-01-07,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4775.22,4676.51,4775.0,4740.0,4810.0,675.0,17.72,11.23,74.3,675.0,225.0,417.5,517.5,WIN,expiration,672.5,-1660.0,-65.0,140.0
2022-01-07,2022-01-14,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4703.29,4661.92,4705.0,4655.0,4755.0,960.0,19.15,14.66,95.5,268.0,775.0,775.0,775.0,WIN,expiration,775.0,-1515.0,-7.5,-217.5
2022-01-14,2022-01-21,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4659.03,4397.87,4660.0,4605.0,4715.0,1080.0,20.24,16.95,109.3,1080.0,632.5,632.5,1152.5,WIN,expiration,1152.5,-790.0,-190.0,-190.0
2022-01-21,2022-01-28,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4450.74,4431.8,4450.0,4370.0,4530.0,1480.0,27.11,26.39,162.7,-4700.0,387.5,1105.0,-4700.0,LOSS,expiration,1105.0,-5615.0,220.0,90.0
2022-01-28,2022-02-04,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4297.45,4499.81,4295.0,4195.0,4395.0,1820.0,31.85,32.81,195.2,1820.0,540.0,910.0,1585.0,WIN,expiration,1820.0,-2790.0,580.0,1265.0
2022-02-04,2022-02-11,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4484.16,4416.86,4485.0,4415.0,4555.0,1330.0,24.54,22.69,140.9,1144.0,380.0,845.0,1144.0,WIN,expiration,845.0,-3270.0,-135.0,-570.0
2022-02-11,2022-02-18,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4503.19,4348.67,4505.0,4435.0,4575.0,1385.0,24.25,21.68,135.2,1385.0,617.5,862.5,1057.5,WIN,expiration,1380.0,-1735.0,-95.0,-590.0
2022-02-18,2022-02-25,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4392.71,4288.7,4395.0,4320.0,4470.0,1400.0,27.85,23.86,145.1,1400.0,605.0,850.0,1202.5,WIN,expiration,1325.0,-5625.0,-390.0,-390.0
2022-02-25,2022-03-04,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4288.7,4363.49,4290.0,4210.0,4370.0,1645.0,29.85,27.43,162.9,994.0,560.0,830.0,994.0,WIN,expiration,830.0,-5350.0,655.0,345.0
2022-03-04,2022-03-11,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4363.49,4203.91,4365.0,4300.0,4430.0,1015.0,32.94,20.87,126.1,1015.0,282.5,567.5,905.0,WIN,expiration,1017.5,-615.0,-125.0,282.5
2022-03-11,2022-03-18,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4274.69,4462.85,4275.0,4190.0,4360.0,1570.0,29.79,28.31,167.6,1570.0,445.0,1090.0,1195.0,WIN,expiration,2025.0,-4070.0,-390.0,-460.0
2022-03-18,2022-03-25,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4407.41,4543.05,4405.0,4340.0,4470.0,1275.0,25.55,22.02,134.4,1275.0,375.0,660.0,1125.0,WIN,expiration,1270.0,-2570.0,155.0,375.0
2022-03-25,2022-04-01,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4525.13,4544.79,4525.0,4470.0,4580.0,1015.0,21.59,18.33,114.9,-2506.0,400.0,705.0,-2506.0,LOSS,expiration,705.0,-4465.0,20.0,400.0
2022-04-01,2022-04-08,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4537.52,4489.24,4540.0,4490.0,4590.0,755.0,20.2,15.76,99.0,755.0,755.0,755.0,755.0,WIN,expiration,755.0,-2235.0,-365.0,-155.0
2022-04-08,2022-04-14,SPX,6,0.50,Inverse Butterfly 1-2-1 (calls),4476.48,4392.44,4475.0,4420.0,4530.0,1045.0,22.27,18.76,107.7,1045.0,350.0,802.5,802.5,WIN,expiration,1047.5,-1770.0,-45.0,-320.0
2022-04-22,2022-04-29,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4355.15,4132.17,4355.0,4290.0,4420.0,1130.0,23.9,21.43,129.2,1130.0,287.5,670.0,920.0,WIN,expiration,1097.5,-930.0,87.5,-75.0
2022-04-29,2022-05-06,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4267.85,4146.87,4270.0,4190.0,4350.0,1435.0,28.98,27.42,162.1,1435.0,447.5,1185.0,1185.0,WIN,expiration,1387.5,-3260.0,-180.0,-120.0
2022-05-06,2022-05-13,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4146.87,4023.56,4145.0,3990.0,4300.0,4465.0,35.09,53.31,306.1,1109.0,2042.5,3445.0,3445.0,WIN,expiration,4085.0,-1830.0,-440.0,-720.0
2022-05-13,2022-05-20,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3993.95,3901.55,3995.0,3910.0,4080.0,1615.0,29.71,30.36,167.9,1615.0,755.0,1140.0,1485.0,WIN,expiration,1612.5,-1900.0,-25.0,-45.0
2022-05-20,2022-05-27,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3933.8,4158.34,3935.0,3860.0,4010.0,1330.0,28.22,28.42,154.8,1330.0,345.0,825.0,1285.0,WIN,expiration,1355.0,-3540.0,-120.0,-370.0
2022-05-27,2022-06-03,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4115.44,4108.23,4115.0,4050.0,4180.0,1275.0,26.13,22.9,130.5,-4548.0,-4548.0,-4548.0,-4548.0,LOSS,expiration,135.0,-5685.0,-50.0,-50.0
2022-06-03,2022-06-10,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4134.22,3900.16,4135.0,4070.0,4200.0,1205.0,25.29,23.24,133.1,1205.0,545.0,1365.0,1365.0,WIN,expiration,1390.0,-1940.0,-150.0,-355.0
2022-06-10,2022-06-17,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3935.06,3673.63,3935.0,3850.0,4020.0,1440.0,27.92,30.32,165.2,1440.0,515.0,767.5,1282.5,WIN,expiration,1432.5,-2520.0,40.0,255.0
2022-06-17,2022-06-24,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3698.69,3912.21,3700.0,3620.0,3780.0,1570.0,31.44,30.76,157.6,1570.0,1300.0,1300.0,1300.0,WIN,expiration,1565.0,-2320.0,-120.0,-120.0
2022-06-24,2022-07-01,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3852.1,3825.03,3850.0,3775.0,3925.0,1955.0,28.4,27.47,146.6,-3048.0,490.0,980.0,-3048.0,LOSS,expiration,1085.0,-4765.0,405.0,595.0
2022-07-01,2022-07-08,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3800.64,3899.18,3800.0,3735.0,3865.0,1360.0,27.94,24.53,129.1,1360.0,360.0,755.0,1185.0,WIN,expiration,1355.0,-5410.0,-10.0,-10.0
2022-07-08,2022-07-15,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3874.9,3861.56,3875.0,3815.0,3935.0,1110.0,25.76,23.18,124.4,-3546.0,767.5,767.5,-3546.0,LOSS,expiration,815.0,-4145.0,-65.0,-210.0
2022-07-15,2022-07-22,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3826.81,3962.24,3825.0,3765.0,3885.0,1070.0,25.31,23.49,124.5,1070.0,280.0,725.0,880.0,WIN,expiration,1065.0,-4280.0,130.0,60.0
2022-07-22,2022-07-29,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3991.17,4130.48,3990.0,3925.0,4055.0,1315.0,23.25,23.07,127.5,1315.0,355.0,1135.0,1135.0,WIN,expiration,1455.0,-3240.0,-145.0,-255.0
2022-07-29,2022-08-05,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4102.69,4144.66,4105.0,4050.0,4160.0,1040.0,21.72,18.52,105.2,-494.0,-494.0,-494.0,-494.0,LOSS,expiration,40.0,-2945.0,-190.0,-305.0
2022-08-05,2022-08-12,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4131.1,4279.35,4130.0,4075.0,4185.0,1090.0,21.7,19.85,113.6,1090.0,305.0,810.0,870.0,WIN,expiration,1085.0,-1930.0,185.0,-150.0
2022-08-12,2022-08-19,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4234.43,4228.37,4235.0,4190.0,4280.0,1055.0,19.84,15.12,88.7,-2782.0,280.0,575.0,-2782.0,LOSS,expiration,575.0,-4575.0,245.0,340.0
2022-08-19,2022-08-26,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4237.6,4058.29,4240.0,4190.0,4290.0,910.0,20.72,17.67,103.7,910.0,230.0,805.0,805.0,WIN,expiration,922.5,-695.0,60.0,187.5
2022-08-26,2022-09-02,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4197.3,3925.29,4195.0,4135.0,4255.0,1190.0,22.06,20.93,121.7,1190.0,392.5,635.0,1017.5,WIN,expiration,1197.5,-920.0,635.0,845.0
2022-09-02,2022-09-09,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3983.57,4067.62,3985.0,3930.0,4040.0,1065.0,24.16,19.74,108.9,1065.0,635.0,635.0,805.0,WIN,expiration,1275.0,-1410.0,-15.0,-15.0
2022-09-09,2022-09-16,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4045.35,3872.56,4045.0,3985.0,4105.0,1255.0,22.91,22.02,123.4,1255.0,405.0,855.0,977.5,WIN,expiration,1265.0,-730.0,230.0,-90.0
2022-09-16,2022-09-23,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3840.48,3695.23,3840.0,3760.0,3920.0,1485.0,28.34,29.75,158.2,1485.0,1272.5,1272.5,1272.5,WIN,expiration,1477.5,-2910.0,-45.0,-120.0
2022-09-23,2022-09-30,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3691.77,3589.7,3690.0,3615.0,3765.0,1370.0,29.13,29.93,153.0,1370.0,530.0,1375.0,1375.0,WIN,expiration,1375.0,-2475.0,-50.0,-195.0
2022-09-30,2022-10-07,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3643.29,3640.38,3645.0,3570.0,3720.0,1345.0,31.01,29.93,151.0,-5693.0,340.0,-5693.0,-5693.0,LOSS,expiration,660.0,-6485.0,-330.0,340.0
2022-10-07,2022-10-14,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3667.11,3585.73,3665.0,3585.0,3745.0,1290.0,31.61,31.69,161.0,1217.0,372.5,1167.5,1167.5,WIN,expiration,1167.5,-4160.0,-325.0,-195.0
2022-10-14,2022-10-21,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3677.16,3752.75,3675.0,3595.0,3755.0,1495.0,31.65,31.96,162.8,1270.0,1120.0,1120.0,1270.0,WIN,expiration,1120.0,-5145.0,-380.0,-170.0
2022-10-21,2022-10-28,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3700.91,3900.55,3700.0,3630.0,3770.0,1340.0,29.38,26.93,138.0,1340.0,515.0,680.0,1020.0,WIN,expiration,1340.0,-2490.0,245.0,515.0
2022-10-28,2022-11-04,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3835.58,3770.42,3835.0,3755.0,3915.0,1590.0,27.39,29.36,156.0,48.0,677.5,1305.0,1305.0,WIN,expiration,1525.0,-3500.0,-40.0,-10.0
2022-11-04,2022-11-11,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3759.4,3992.21,3760.0,3690.0,3830.0,1230.0,24.72,27.82,144.8,1230.0,860.0,860.0,1090.0,WIN,expiration,2350.0,-2420.0,25.0,-120.0
2022-11-11,2022-11-18,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3959.27,3967.12,3960.0,3900.0,4020.0,1040.0,23.43,22.59,123.9,-4248.0,-4248.0,-4248.0,-4248.0,LOSS,expiration,5.0,-6515.0,-230.0,-105.0
2022-11-18,2022-11-25,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3962.7,4026.98,3965.0,3915.0,4015.0,850.0,23.6,17.88,98.1,850.0,355.0,635.0,780.0,WIN,expiration,1190.0,-2370.0,-410.0,-880.0
2022-11-25,2022-12-02,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4029.54,4071.55,4030.0,3985.0,4075.0,825.0,20.97,16.64,92.9,480.0,710.0,710.0,710.0,WIN,expiration,710.0,-1600.0,-55.0,95.0
2022-12-02,2022-12-09,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4033.69,3934.36,4035.0,3990.0,4080.0,900.0,19.88,15.81,88.3,900.0,260.0,455.0,810.0,WIN,expiration,892.5,-1570.0,-100.0,32.5
2022-12-09,2022-12-16,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3957.58,3851.02,3960.0,3880.0,4040.0,1240.0,22.86,29.0,159.0,1240.0,940.0,940.0,940.0,WIN,expiration,1235.0,-3800.0,-220.0,220.0
2022-12-16,2022-12-23,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3876.13,3844.45,3875.0,3820.0,3930.0,1060.0,22.41,20.63,110.8,-1385.0,502.5,687.5,-1385.0,LOSS,expiration,687.5,-1815.0,-240.0,-260.0
2022-12-23,2022-12-30,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3799.89,3839.85,3800.0,3750.0,3850.0,1275.0,22.49,18.86,99.3,260.0,335.0,260.0,260.0,WIN,expiration,395.0,-3350.0,105.0,105.0
2022-12-30,2023-01-06,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3818.57,3894.2,3820.0,3770.0,3870.0,845.0,22.03,19.84,104.9,845.0,240.0,540.0,815.0,WIN,expiration,840.0,-3240.0,10.0,10.0
2023-01-06,2023-01-13,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3821.08,3998.63,3820.0,3755.0,3885.0,1080.0,21.85,24.88,131.7,1080.0,305.0,640.0,955.0,WIN,expiration,1080.0,-3220.0,170.0,30.0
2023-01-13,2023-01-20,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3961.6,3971.78,3960.0,3915.0,4005.0,955.0,18.7,17.25,94.6,-2367.0,282.5,-2367.0,-2367.0,LOSS,expiration,347.5,-4545.0,120.0,120.0
2023-01-20,2023-01-27,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3910.21,4070.02,3910.0,3865.0,3955.0,970.0,20.23,16.56,89.7,970.0,270.0,520.0,730.0,WIN,expiration,980.0,-3940.0,520.0,405.0
2023-01-27,2023-02-03,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4061.85,4136.52,4060.0,4000.0,4120.0,1055.0,18.38,21.62,121.6,1055.0,570.0,570.0,925.0,WIN,expiration,965.0,-4940.0,-35.0,-410.0
2023-02-10,2023-02-17,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4073.56,4078.98,4075.0,4010.0,4140.0,1465.0,21.31,22.82,128.7,-4637.0,380.0,-4637.0,-4637.0,LOSS,expiration,470.0,-7845.0,380.0,240.0
2023-02-17,2023-02-24,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4054.66,3970.42,4055.0,4005.0,4105.0,900.0,21.02,17.83,100.1,900.0,287.5,752.5,752.5,WIN,expiration,875.0,-955.0,-230.0,-230.0
2023-02-24,2023-03-03,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3951.24,4045.32,3950.0,3895.0,4005.0,830.0,22.76,19.86,108.7,830.0,570.0,570.0,765.0,WIN,expiration,925.0,-3690.0,-305.0,-515.0
2023-03-03,2023-03-10,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4009.72,3861.68,4010.0,3960.0,4060.0,885.0,19.21,17.83,99.0,885.0,300.0,765.0,765.0,WIN,expiration,885.0,-3340.0,110.0,-115.0
2023-03-10,2023-03-17,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3894.8,3916.47,3895.0,3830.0,3960.0,1115.0,23.36,24.77,133.6,-3238.0,-3238.0,-3238.0,-3238.0,LOSS,expiration,35.0,-4025.0,-45.0,-350.0
2023-03-17,2023-03-24,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3942.35,3971.35,3940.0,3870.0,4010.0,1465.0,24.02,25.24,137.8,-2400.0,-2400.0,-2400.0,-2400.0,LOSS,expiration,335.0,-5120.0,280.0,325.0
2023-03-24,2023-03-31,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),3931.04,4108.9,3930.0,3865.0,3995.0,1125.0,24.09,24.66,134.2,1125.0,355.0,955.0,955.0,WIN,expiration,1240.0,-2430.0,75.0,-350.0
2023-03-31,2023-04-06,SPX,6,0.50,Inverse Butterfly 1-2-1 (calls),4070.21,4104.8,4070.0,4030.0,4110.0,870.0,18.88,14.97,78.1,350.0,220.0,350.0,350.0,WIN,expiration,370.0,-2565.0,220.0,155.0
2023-04-14,2023-04-21,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4160.54,4133.56,4160.0,4120.0,4200.0,1020.0,17.55,13.48,77.7,-336.0,-336.0,-336.0,-336.0,LOSS,expiration,250.0,-2025.0,-15.0,-205.0
2023-04-21,2023-04-28,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4121.67,4169.77,4120.0,4080.0,4160.0,825.0,17.35,13.83,79.0,825.0,495.0,495.0,875.0,WIN,expiration,875.0,-2095.0,55.0,-230.0
2023-04-28,2023-05-05,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4136.61,4135.77,4135.0,4090.0,4180.0,1025.0,16.54,16.08,92.1,-3398.0,280.0,-3398.0,-3398.0,LOSS,expiration,475.0,-4565.0,305.0,35.0
2023-05-05,2023-05-12,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4111.5,4123.85,4110.0,4065.0,4155.0,875.0,17.97,16.13,91.8,-2240.0,-2240.0,-2240.0,-2240.0,LOSS,expiration,155.0,-2855.0,10.0,-170.0
2023-05-12,2023-05-19,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4139.03,4191.97,4140.0,4110.0,4170.0,605.0,16.54,11.06,63.4,605.0,155.0,405.0,510.0,WIN,expiration,785.0,-1700.0,-35.0,-125.0
2023-05-19,2023-05-26,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4211.3,4205.01,4210.0,4175.0,4245.0,675.0,16.03,12.63,73.6,-2326.0,407.5,407.5,510.0,LOSS,expiration,510.0,-2895.0,-110.0,-235.0
2023-05-26,2023-06-02,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4175.04,4281.67,4175.0,4130.0,4220.0,930.0,18.23,15.71,90.8,930.0,740.0,740.0,740.0,WIN,expiration,935.0,-1760.0,200.0,200.0
2023-06-02,2023-06-09,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4246.63,4299.44,4245.0,4210.0,4280.0,775.0,15.13,11.2,65.9,775.0,195.0,400.0,705.0,WIN,expiration,775.0,-780.0,180.0,-15.0
2023-06-09,2023-06-16,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4312.0,4409.77,4310.0,4275.0,4345.0,680.0,13.56,12.36,73.8,680.0,185.0,430.0,550.0,WIN,expiration,975.0,-1680.0,-5.0,100.0
2023-06-16,2023-06-23,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4429.61,4348.23,4430.0,4395.0,4465.0,650.0,14.39,11.46,70.3,650.0,187.5,387.5,622.5,WIN,expiration,650.0,-1750.0,-100.0,-100.0
2023-06-23,2023-06-30,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4349.71,4449.81,4350.0,4320.0,4380.0,585.0,13.44,10.63,64.0,585.0,240.0,565.0,565.0,WIN,expiration,580.0,-880.0,-30.0,-20.0
2023-07-07,2023-07-14,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4415.42,4506.04,4415.0,4380.0,4450.0,705.0,14.98,11.31,69.2,705.0,410.0,410.0,625.0,WIN,expiration,865.0,-880.0,-85.0,-110.0
2023-07-14,2023-07-21,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4523.78,4536.68,4525.0,4495.0,4555.0,680.0,13.69,9.84,61.6,-1152.0,280.0,-1152.0,-1152.0,LOSS,expiration,295.0,-3460.0,-10.0,-70.0
2023-07-21,2023-07-28,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4541.96,4581.73,4540.0,4500.0,4580.0,825.0,13.79,12.25,77.0,825.0,470.0,470.0,825.0,WIN,expiration,615.0,-1830.0,-60.0,-65.0
2023-07-28,2023-08-04,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4574.03,4478.55,4575.0,4540.0,4610.0,735.0,13.53,10.41,66.0,735.0,455.0,455.0,592.5,WIN,expiration,735.0,-980.0,-40.0,-255.0
2023-08-04,2023-08-11,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4514.98,4464.31,4515.0,4480.0,4550.0,655.0,15.27,11.55,72.2,655.0,450.0,450.0,545.0,WIN,expiration,650.0,-650.0,-90.0,-105.0
2023-08-11,2023-08-18,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4451.3,4370.6,4450.0,4405.0,4495.0,885.0,16.15,14.79,91.2,885.0,372.5,580.0,870.0,WIN,expiration,880.0,-1700.0,-90.0,-230.0
2023-08-18,2023-08-25,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4348.8,4405.32,4350.0,4300.0,4400.0,930.0,18.58,16.88,101.6,930.0,245.0,745.0,745.0,WIN,expiration,1120.0,-2010.0,45.0,90.0
2023-08-25,2023-09-01,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4396.18,4514.95,4395.0,4350.0,4440.0,820.0,16.64,15.19,92.5,820.0,230.0,410.0,705.0,WIN,expiration,820.0,-2880.0,15.0,0.0
2023-09-01,2023-09-08,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4527.51,4457.99,4530.0,4500.0,4560.0,545.0,13.27,9.18,57.5,545.0,285.0,285.0,485.0,WIN,expiration,545.0,-1530.0,-120.0,-120.0
2023-09-08,2023-09-15,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4460.79,4450.35,4460.0,4425.0,4495.0,685.0,14.03,11.63,71.9,-1850.0,290.0,480.0,-1850.0,LOSS,expiration,480.0,-2135.0,-105.0,-55.0
2023-09-15,2023-09-22,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4481.34,4319.25,4480.0,4445.0,4515.0,600.0,13.15,10.78,66.9,600.0,277.5,315.0,567.5,WIN,expiration,602.5,-1290.0,-160.0,-130.0
2023-09-22,2023-09-29,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4340.84,4289.13,4340.0,4295.0,4385.0,920.0,16.79,14.98,90.1,920.0,307.5,645.0,917.5,WIN,expiration,917.5,-1495.0,-155.0,-172.5
2023-09-29,2023-10-06,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4329.62,4307.89,4330.0,4290.0,4370.0,690.0,15.9,13.77,82.5,-1099.0,210.0,352.5,635.0,LOSS,expiration,635.0,-3635.0,-75.0,-65.0
2023-10-06,2023-10-13,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4232.28,4328.34,4230.0,4175.0,4285.0,1050.0,19.23,18.44,108.1,1050.0,305.0,720.0,795.0,WIN,expiration,1085.0,-1500.0,225.0,600.0
2023-10-13,2023-10-20,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4371.99,4223.58,4370.0,4325.0,4415.0,835.0,16.94,14.8,89.6,835.0,442.5,442.5,642.5,WIN,expiration,827.5,-2600.0,-185.0,-245.0
2023-10-20,2023-10-27,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4263.29,4118.3,4265.0,4210.0,4320.0,985.0,20.74,18.8,111.0,985.0,385.0,592.5,837.5,WIN,expiration,995.0,-1380.0,-255.0,-460.0
2023-10-27,2023-11-03,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4143.54,4358.11,4145.0,4090.0,4200.0,1075.0,20.09,19.04,109.2,1075.0,285.0,980.0,980.0,WIN,expiration,1170.0,-2600.0,20.0,-150.0
2023-11-03,2023-11-10,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4358.24,4415.89,4360.0,4320.0,4400.0,640.0,15.18,12.69,76.6,640.0,380.0,380.0,540.0,WIN,expiration,660.0,-3155.0,-360.0,-455.0
